start	end	text
349920	351920	И тогда, в принципе, этот тест можно обойти.
351920	354920	Но для тех, кто не знает это, к сожалению,
354920	357920	можно определить использование виртуальной машины,
357920	359920	а значит, соответственно, VDS.
359920	367920	И, в частности, идентифицировать пользователя благодаря его уникальному отпечатку.
367920	373920	У меня тут чуть с оформлением косяк один вышел,
373920	375920	так что не обращайте внимания.
375920	378920	Итак, благодаря проведению нескольких тестов,
378920	381920	их может быть абсолютно разное количество,
381920	383920	есть возможность определить и отличить.
384920	389920	Одного пользователя от другого с погрешностью всего-навсего менее 1%.
389920	394920	Данная технология, технология получения идентификатора пользователя
394920	396920	благодаря использованию технологии WebAssembly,
396920	398920	была представлена совершенно недавно.
398920	401920	С технической документацией, если вас интересует,
401920	405920	вы можете ознакомиться в прилагаемом документе,
405920	412920	точно так же, как и с примерами кода для выполнения данного веб-ресурса.
412920	413920	Что хочу сказать.
413920	416920	Что хочу сказать конкретно от себя.
416920	422920	Данная технология уже используется на некоторых топовых антифрод-системах.
422920	428920	В частности, системы под названием CyberSource и PerimeterX.
428920	434920	CyberSource уже на финальной стадии использует данную технологию,
434920	436920	PerimeterX только лишь на начальной.
436920	441920	Но, в принципе, из-за ее небольшой ресурсоемкости
441920	444920	и невероятной точности определения,
444920	450920	есть возможность определить использование того или иного браузера
450920	455920	и, опять же, определить использование того или иного аппаратного обеспечения.
455920	459920	Поскольку, несмотря на то, что все равно код, конечно же, выполняется в браузере,
459920	464920	но зависимость от аппаратных ресурсов прямая.
464920	466920	Иными словами, есть возможность, как я и говорил,
466920	470920	отличить использование виртуальной машины, например, от реального ПК,
471920	473920	отличить от другого.
473920	475920	В частности, как я и упоминал,
475920	480920	есть возможность определить использование, например, серверного оборудования.
480920	485920	То есть тогда, когда используются именно серверные CPU.
485920	489920	Поскольку в них происходит немного другой вид вычисления,
489920	491920	как по-простому я не могу это сказать,
491920	496920	алгоритмы вычисления не такие, как на обычных домашних CPU.
496920	501920	И поэтому определить использование сервера не составляет абсолютно никакого труда.
501920	505920	Когда данная технология будет внедрена в массы,
505920	509920	для того, чтобы собрать большое количество статистической информации,
509920	515920	этот отпечаток будет являться топовым среди всех остальных.
515920	519920	То есть вы можете фактически не волноваться о том,
519920	525920	насколько у вас хорошо работает WebGPU, например,
525920	530920	или же что у вас есть такое понятие, как отпечаток WebRTC.
530920	535920	Технология WASM будет являться топовой.
535920	539920	И если в прошлый раз, когда мы говорили по поводу WebGPU,
539920	546920	у нас использование этой технологии намечалось на сентябрь-октябрь 2025 года,
546920	549920	то технология WASM используется уже.
549920	556920	Повторюсь, те ресурсы, которые используют антифрод-систему CyberSource,
556920	558920	одну из топовых антифрод-систем в мире,
558920	560920	ну что говорить, если, например,
560920	562920	Microsoft ее использует.
562920	565920	И, кстати, Microsoft является первым,
565920	569920	кто внедрил данную технологию WASM-фингерпринта,
569920	572920	WebAssembly-фингерпринта, в свои ресурсы.
572920	575920	Поэтому, например, приведу вам пример.
575920	582920	Вы можете эту технологию встретить на странице регистрации Microsoft Partner,
582920	586920	которую мы будем с вами рассматривать дальше в наших уроках.
586920	590920	Но, тем не менее, они таким образом фильтруют боты,
590920	594920	и не разрешают регистрации с виртуальных машин,
594920	599920	либо же с ВПС или удаленных серверов.
599920	603920	Данную технологию впервые начал использовать,
603920	606920	по моей информации, впервые начал использовать Microsoft,
606920	609920	ну и, соответственно, это всего-навсего вопрос времени,
609920	613920	когда мы увидим ее, например, на Амазоне или PayPal.
613920	617920	Поэтому запоминаем, и вы можете ознакомиться с данным тестом,
617920	620920	провести его на своих антидетек-браузерах,
620920	623920	либо же в каких-либо других ресурсах.
623920	626920	Вы можете найти этот тест на сайте DetectExpert,
626920	630920	а также в приложении к данному видеоуроку.
630920	636920	По факту я не буду больше углубляться в то, как работают эти тесты,
636920	639920	потому что это уже больше чистая такая математика.
639920	646920	По-простому, вызов из JavaScript переводится в WebAssembly.
646920	649920	Из WebAssembly вызывается JavaScript.
649920	653920	И так множество раз для того, чтобы определить грамотно
653920	655920	вашу качественную производительность,
655920	659920	и на основании этого идентифицировать вас
659920	667920	и представить вас в виде, в данном случае, отпечатка в хэше SHA-256.
667920	670920	Спасибо за внимание. С вами был VectorT13.
