start	end	text
228800	232800	о том, что эта система собирает от вас.
232800	236800	То есть фактически, да, можно проанализировать фронт-энд,
236800	239800	то есть какие скрипты выполняются, что они хотят,
239800	242800	но для того, чтобы проанализировать, какие скрипты выполняются,
242800	244800	и что они хотят, пункт номер три.
244800	248800	Вам обязательно нужен хороший JavaScript диапускатор.
248800	252800	То, что абсолютно не нужно в публичных антифрод-системах,
252800	256800	в самописных нужно на 99,9% случаев.
256800	258800	И действительно, это очень сложно.
258800	260800	Это очень сложный зверь.
260800	262800	И сегодня мы будем разбирать с вами,
262800	264800	как анализировать публичные антифрод-системы.
264800	268800	А в следующем уроке поговорим уже о самописных антифрод-системах.
268800	270800	Для примера скажу так.
270800	274800	Для того, чтобы проанализировать публичную антифрод-систему,
274800	280800	нужно максимум час времени.
280800	286800	Для того, чтобы проанализировать самописную антифрод-систему,
286800	288800	нужно примерно две недели машинного времени,
288800	290800	и затем еще несколько дней,
290800	294800	я имею в виду где-то в районе 10-20 часов,
294800	300800	человека-часов ручной работы.
300800	302800	Это если повезет.
302800	306800	В некоторых случаях звери бывают настолько сложные,
306800	310800	что может уйти месяц и два на то, чтобы их раскрыть полностью.
310800	314800	Но поскольку мы живем с вами в пластмассовом мире,
314800	318800	публичных антифрод-систем намного больше,
318800	322800	в сотни, в тысячи раз больше, чем самописных.
322800	328800	Так что сегодня в этом уроке мы будем ориентироваться непосредственно на публичные системы.
328800	332800	А для тех, кто интересуется, как проанализировать самописные антифрод-системы,
332800	334800	вы можете перейти к следующему уроку,
334800	338800	в котором мы разбираем такое программное обеспечение, как Burp Suite.
338800	344800	И там я покажу вам, как проанализировать самописные антифрод-системы.
344800	346800	Ну что ж, от слов к делу.
346800	350800	Мы понимаем, что задача у нас не из легких,
350800	356800	но благодаря моему руководству вы сможете сделать это все элементарно просто.
356800	360800	Итак, прежде чем перейти на какой-нибудь веб-ресурс и начать с ним работу,
360800	362800	я рекомендую сделать следующее.
362800	368800	В браузере Chrome открываем вкладку Chrome WebRTC Internals.
368800	372800	Это штатный механизм, который показывает открытые WebRTC соединения.
372800	374800	И этот механизм,
374800	376800	невероятно важен,
376800	378800	потому что он позволяет определить,
378800	382800	когда действительно используются антифрод-системы.
382800	384800	Да, это звучит довольно глупо и тупо,
384800	386800	но, тем не менее,
386800	388800	это невероятно важный механизм,
388800	390800	поскольку без его анализа
390800	394800	вы не сможете нормально обойти веб-ресурс,
394800	398800	если будете использовать неправильные сетевые соединения.
398800	400800	И как работают эти механизмы,
400800	402800	мы рассмотрим чуть позже.
402800	404800	Итак, открываем наш первый инструмент, WebRTC Internals.
404800	406800	Далее, выберем веб-ресурс.
406800	408800	Я очень люблю показывать
408800	410800	своим ученикам пример с ресурсом,
410800	412800	который называется Chase.
414800	416800	Наверное, вы знаете такой веб-ресурс.
416800	418800	Американский банк.
418800	420800	Мы не занимаемся ничем незаконным.
420800	422800	Мы просто
422800	424800	с академической точки зрения
424800	426800	сейчас анализируем данный веб-ресурс.
426800	428800	Вы, как пример,
428800	430800	можете взять любой другой.
430800	432800	Я беру этот пример
432800	434800	сильного веб-ресурса
434800	436800	с отличной технической составляющей.
438800	440800	Итак, прежде чем мы перейдем на данный веб-ресурс,
440800	442800	мы нажимаем на клавиатуре
442800	444800	волшебную клавишу F12,
444800	446800	которая переведет нас
446800	448800	в режим разработчика.
448800	450800	И
450800	452800	переходим здесь на вкладку Network,
452800	454800	для того, чтобы
454800	456800	проанализировать наши сетевые запросы.
456800	458800	Итак, первое, что нам необходимо сделать,
458800	460800	мы переходим на сайт Chase.
460800	462800	Итак, и на вкладке Network
462800	464800	мы смотрим огромное количество
464800	466800	сетевых запросов.
466800	468800	Их реально много.
468800	470800	Давайте пока остановим их,
470800	472800	остановим лог,
472800	474800	и посмотрим,
474800	476800	есть ли здесь что-нибудь
476800	478800	для нас важное.
478800	480800	Фактически, вы сейчас наверняка,
480800	482800	как и большинство людей,
482800	484800	которым я показывал этот пример,
484800	486800	вы, наверное, сейчас испугались.
486800	488800	Испугались того,
488800	490800	что у нас здесь очень много
490800	492800	различных скриптов,
492800	494800	и нужно будет тратить множество часов
494800	496800	для их анализа.
496800	498800	Нет, не нужно будет, поэтому можете
498800	500800	не волноваться.
500800	502800	Здесь я хотел бы сразу обратить ваше внимание
502800	504800	на один простейший фильтр.
504800	506800	Он находится...
506800	508800	Где у нас момент?
508800	510800	Мы сейчас расширим нашу консоль.
510800	512800	Вот.
512800	514800	Вот наши фильтры.
514800	516800	И мы можем, в принципе,
516800	518800	показывать только третьесторонние ресурсы.
518800	520800	И у нас становится сразу же
520800	522800	много меньше
522800	524800	тех данных, которые
524800	526800	необходимо анализировать.
526800	528800	Но, как я и говорил, анализировать вручную
528800	530800	мы их не будем, потому что вот, например,
530800	532800	мы видим какую-то картинку.
532800	534800	И если мы, в принципе, по ней кликнем
534800	536800	два раза мышкой, то мы видим пиксель.
536800	538800	Не знаю, видно вам сейчас или нет.
538800	540800	В центре экрана у меня находится
540800	542800	черный пиксель. Один.
542800	544800	Вот он. На максимум сейчас поставил.
544800	546800	Надеюсь, вам будет видно.
546800	548800	То есть мы, в принципе, даже могли бы представить,
548800	550800	что это уже работает система
550800	552800	проверки канваса. Но не просто система
552800	554800	проверки канваса. Данный пиксель
554800	556800	может быть разного цвета.
556800	558800	А значит, в данном случае используется
558800	560800	невероятно простая система детектов,
560800	562800	которая позволяет определить
562800	564800	использование антидетектов путем
564800	566800	подмены канваса. Но сейчас не об этом.
566800	568800	Это хорошее
568800	570800	знание, но нам необходимо их
570800	572800	автоматизировать. Итак, возвращаемся
572800	574800	на наш
574800	576800	на наш чейз.
576800	578800	Мы видим, что запросов, в принципе,
578800	580800	не так уж много. Мы сейчас уберем фильтр.
580800	582800	Запросов, в принципе, не так уж много.
582800	584800	Сколько здесь их может быть?
584800	586800	Семьдесят семь
586800	588800	запросов. Вот они. Семьдесят семь
588800	590800	запросов. Причем часть
590800	592800	из них это действительно части
592800	594800	веб-ресурса, какие-либо
594800	596800	визуальные элементы и так далее.
596800	598800	Здесь запомните раз
598800	600800	и навсегда. Антифрод-системы
600800	602800	не включаются
602800	604800	просто так. Они включаются
604800	606800	по определенному триггеру.
606800	608800	По триггеру критического действия.
608800	610800	То есть, когда вы просто перешли на веб-ресурс,
610800	612800	этого мало.
612800	614800	В большинстве случаев
614800	616800	не будет работать антифрод-система
616800	618800	на полную силу. Будет работать антибот.
618800	620800	Вот даже, смотрите,
620800	622800	у нас на WebRTC
622800	624800	вкладке у нас нет никаких сетевых
624800	626800	соединений. Поэтому,
626800	628800	когда вы производите логин,
628800	630800	когда вы производите регистрацию,
630800	632800	когда вы производите восстановление пароля,
632800	634800	пополнение счета, снятие со счета
634800	636800	и так далее. В момент
636800	638800	таких критических действий именно это
638800	640800	когда и включается антифрод-система.
640800	642800	Давайте мы сейчас
642800	644800	разрешим наш фильтр.
644800	646800	Перезагрузим
646800	648800	страницу. Кстати, на всякий случай
648800	650800	я сейчас перезагрузил фильтр
650800	652800	и если вы захотите проверять антифрод-систему
652800	654800	не забывайте делать
654800	656800	следующее. Переходим
656800	658800	здесь на вкладку cookies
658800	660800	и
660800	662800	удаляем cookies. Это очень важно.
662800	664800	Потому что антифрод-система
664800	666800	может не включаться, если
666800	668800	она вас уже видела до этого.
668800	670800	Поэтому обращаю на это ваше внимание.
670800	672800	Итак, перезагружаем наш
672800	674800	веб-ресурс. Видим огромное количество
674800	676800	запросов. Ну что ж,
676800	678800	попробуем совершить какое-либо критическое
678800	680800	действие. Вот здесь нажимаем
680800	682800	забыли пароль. То есть даже не
682800	684800	регистрация, а забыли пароль.
686800	688800	Итак, смотрите, сколько у нас здесь
688800	690800	запросов. 198 уже.
690800	692800	Посмотрим,
692800	694800	что здесь есть интересного.
694800	696800	Давайте остановимся сейчас
696800	698800	и, ну вот, даже 200
698800	700800	запросов. Хорошее число.
700800	702800	Мы не будем сейчас
702800	704800	совершать
704800	706800	какую-то магию. Мы просто нажмем на вот эту вот
706800	708800	кнопку export
708800	710800	har. И
710800	712800	когда вы нажмете на эту кнопку,
712800	714800	все запросы с данного веб-ресурса
714800	716800	они сохранятся в
716800	718800	отдельный файл. Я
718800	720800	остановлю сейчас лог.
720800	722800	После того, как мы сохраним эти
722800	724800	запросы в отдельный файл,
724800	726800	мы можем их проанализировать уже
726800	728800	совершенно другими средствами.
728800	730800	Автоматизированного
730800	732800	анализа
732800	734800	джаваскрипта и веб-ресурсов.
734800	736800	В частности, если мы будем смотреть
736800	738800	вручную. Вот здесь давайте
738800	740800	почему я люблю Chase.
740800	742800	Здесь очень классно можно найти.
742800	744800	Например, смотрите.
744800	746800	Вот запрос сканирования порта
746800	748800	5902. Вот
748800	750800	5939.
750800	752800	5939 это порт Teamviewer,
752800	754800	если не ошибаюсь.
754800	756800	7077 и так далее.
756800	758800	То есть, или вот. Или это порт
758800	760800	Teamviewer. Ну, не суть. Важно.
760800	762800	Например, сам веб-ресурс сканирует
762800	764800	наши порты. А если мы возьмем и
764800	766800	поставим фильтр третьесторонних
766800	768800	веб-ресурсов, то мы видим
768800	770800	здесь запросы к веб-сокету.
770800	772800	Но, помимо этого, мы видим здесь
772800	774800	запросы, например, к
774800	776800	к к к
776800	778800	сейчас хотел вам показать.
778800	780800	Вот он запросик.
780800	782800	Посмотрите на него сейчас.
782800	784800	Это запрос к
784800	786800	веб-ресурсу OnlineMetrixNet.
786800	788800	Что соответствует
788800	790800	антифрод-системе ThreatMetrix.
790800	792800	И подтверждение этого
792800	794800	мы видим даже здесь, на вкладке
794800	796800	WebRTC Internals, где у нас появился
796800	798800	запрос
798800	800800	к серверу
800800	802800	aaonlinemetrix.net
802800	804800	В данном случае используется,
804800	806800	например, и TCP-подключение,
806800	808800	и UDP-подключение.
808800	810800	И, например,
810800	812800	забегая вперед скажу, сайт
812800	814800	Chase в данном случае
814800	816800	выполняет процедуру пинг-понга.
816800	818800	Что такое процедура пинг-понга?
818800	820800	Есть
820800	822800	несколько видов подключения
822800	824800	с помощью WebRTC. Есть подключение
824800	826800	типа STUN.
826800	828800	Давайте сейчас проверим,
828800	830800	чтобы была ясность.
830800	832800	Вот у нас подключение
832800	834800	типа STUN. Видим браузер
834800	836800	Leaks, STUN-сервер Google.
836800	838800	Окей.
838800	840800	STUN-сервер можно так назвать его по-простому,
840800	842800	хотя меня за эти слова можно
842800	844800	поругать. Это как сигнальный сервер.
844800	846800	То есть этот сервер,
846800	848800	сигнализирует о том, что можно
848800	850800	установить в WebRTC соединение
850800	852800	по определенному адресу.
852800	854800	Все. Но фактически он
854800	856800	это соединение не выполняет.
856800	858800	Поэтому
858800	860800	очень просто данная технология
860800	862800	обманывается. Можно
862800	864800	подменить себе STUN-сервер
864800	866800	на IP-адрес свой,
866800	868800	на любой другой. И, в принципе,
868800	870800	это все прокатит.
870800	872800	Но в случае с Chase используется
872800	874800	не STUN, а TURN протокол.
874800	876800	А значит, что благодаря
876800	878800	TURN протоколу устанавливается
878800	880800	соединение. И, в частности,
880800	882800	здесь установлены соединения TCP
882800	884800	и UDP.
884800	886800	Когда вы видите с помощью
886800	888800	WebRTC Internals, что используется
888800	890800	сервис
890800	892800	ThreatMetrics, в данном случае представленный
892800	894800	доменом AANlineMetrics,
894800	896800	можете
896800	898800	100% быть уверены в том,
898800	900800	что если ваш проксик не поддерживает
900800	902800	UDP протокол,
902800	904800	то вы обосретесь.
904800	906800	В 100%.
906800	908800	И плюс ко всему, необходимо
908800	910800	правильная система прогрессификации.
910800	912800	Почему? Потому что, как я и говорил ранее,
912800	914800	здесь используется система PingPong.
914800	916800	PingPong
916800	918800	устанавливает соединение TCP,
918800	920800	устанавливает соединение UDP,
920800	922800	а затем производит запрос-ответ,
922800	924800	запрос-ответ, запрос-ответ.
924800	926800	Таким образом, они
926800	928800	получают анализ
928800	930800	пингов, анализ скорости
930800	932800	ответа, и, в частности,
932800	934800	могут понять, если вы находитесь, например,
934800	936800	за пределами США,
936800	938800	если ваш IP-адрес, к примеру,
938800	940800	отвечает очень-очень медленно,
940800	942800	как один из вариантов.
942800	944800	Второй вариант, если ваш IP-адрес
944800	946800	не поддерживает UDP протокол,
946800	948800	то будет только лишь
948800	950800	установлено TCP-соединение,
950800	952800	а UDP-соединение установлено не будет,
952800	954800	соответственно, 100%
954800	956800	признак использования прокси.
956800	958800	Но это с того, с чего
958800	960800	нужно начинать. Итак, пойдем дальше.
960800	962800	Вот наши все запросы
962800	964800	от Chase.
964800	966800	И, как я и говорил, мы здесь видим и анализ
966800	968800	портов, и всего остального, но
968800	970800	как нам проанализировать весь этот
970800	972800	объем информации? Очень
972800	974800	просто. Для этого нам всегда на помощь
974800	976800	приходит чат GPT.
976800	978800	Я не
978800	980800	сторонник использования данного
980800	982800	веб-ресурса, хоть и постоянно
982800	984800	о нем говорю. Я объясню, почему этот
984800	986800	ресурс мы используем.
986800	988800	Дело в том, что
988800	990800	это средство
990800	992800	просто автоматического анализа, которое
992800	994800	причем нам может очень часто врать,
994800	996800	это понятно, но иногда
996800	998800	если у нас нет знаний в определенном
998800	1000800	из языков программирования,
1000800	1002800	или же нам нужно просто автоматизировать
1002800	1004800	какой-то простейший процесс, данное
1004800	1006800	средство является очень важным в нашей работе.
1006800	1008800	И лично я его использую часто,
1008800	1010800	хотя, конечно же,
1010800	1012800	делиться какими-то чувствительными
1012800	1014800	данными, либо своими разработками с ним
1014800	1016800	я не собираюсь, потому что
1016800	1018800	увы, данный веб-ресурс
1018800	1020800	лично для меня
1020800	1022800	доверенным не является.
1022800	1024800	И, конечно же, как было заявлено,
1024800	1026800	он может использовать все эти данные,
1026800	1028800	против нас, и я не хочу, чтобы
1028800	1030800	мои какие-то авторские разработки
1030800	1032800	затем были
1032800	1034800	украдены.
1034800	1036800	Ну, факт есть факт.
1036800	1038800	Но, тем не менее, проанализировать файл
1038800	1040800	har, который мы сохранили,
1040800	1042800	можно всего-навсего за 8 минут,
1042800	1044800	вот у меня анализ занял всего-навсего
1044800	1046800	8 минут, и мы видим, что у нас используется
1046800	1048800	система LexisNexis.
1048800	1050800	Я перейду сейчас на англоязычную
1050800	1052800	версию данного анализа.
1052800	1054800	Итак, у нас используется
1054800	1056800	подключение к серверам
1056800	1058800	ThreadMetrics, что является
1058800	1060800	сигналом того, что
1060800	1062800	используется система LexisNexis.
1062800	1064800	Далее, что мы не увидели?
1064800	1066800	Мы увидели ThreadMetrics, но есть
1066800	1068800	то, чего мы не увидели, например.
1068800	1070800	Chase CDN.
1070800	1072800	Казалось бы, CDN
1072800	1074800	Content Delivery Network, ничего здесь
1074800	1076800	особо важного нет. Но
1076800	1078800	каким образом данные
1078800	1080800	веб-ресурсы доставляются до клиента,
1082800	1084800	этот способ позволяет
1084800	1086800	проверить метрику
1086800	1088800	уже со своей стороны, не со стороны
1088800	1090800	ThreadMetrics, а со своей стороны.
1090800	1092800	Иными словами, можно понять,
1092800	1094800	что конкретно,
1094800	1096800	какой конкретно
1096800	1098800	латенси используется, какой джиттер
1098800	1100800	и так далее. То есть, да, опять же
1100800	1102800	определение прокси.
1102800	1104800	Данный веб-ресурс, как мы видим сейчас,
1104800	1106800	он направлен в первую очередь
1106800	1108800	сейчас, получается, на проверку прокси.
1108800	1110800	Идем дальше.
1110800	1112800	Следующий наш инструмент
1112800	1114800	это инструмент Dynatrace.
1114800	1116800	С данным
1116800	1118800	инструментом, наверняка,
1118800	1120800	многие из вас не знакомы,
1120800	1122800	но это анализ
1122800	1124800	производительности.
1124800	1126800	Анализ производительности, то есть
1126800	1128800	скрипты, которые позволяют
1128800	1130800	проверить производительность
1130800	1132800	нашего ПК.
1132800	1134800	И, в частности, это необходимо
1134800	1136800	для определения использования ВПС,
1136800	1138800	для определения использования
1138800	1140800	удаленных серверов, для определения
1140800	1142800	использования виртуальных машин
1142800	1144800	и также
1144800	1146800	для определения использования браузерных
1146800	1148800	антидетектов, в том случае, если они
1148800	1150800	заявляют, например, о поддержке WebGPU,
1150800	1152800	хотя самой поддержки
1152800	1154800	по факту они не производят.
1154800	1156800	Далее.
1156800	1158800	Akamai.
1158800	1160800	Akamai заслуживает отдельного урока, который
1160800	1162800	вы сможете посмотреть позже.
1162800	1164800	Akamai самый крупный игрок
1164800	1166800	на
1166800	1168800	рынке антифрод-систем.
1168800	1170800	И крупный он за счет того,
1170800	1172800	что у него есть огромное количество
1172800	1174800	серверов.
1174800	1176800	На текущий момент, если не ошибаюсь,
1176800	1178800	у них чуть более 280 000
1178800	1180800	серверов по всему миру.
1180800	1182800	А это означает что?
1182800	1184800	А это означает, что вы
1184800	1186800	находитесь, например, во Вьетнаме.
1186800	1188800	Пример. Город Дананг.
1188800	1190800	Великолепный морской
1190800	1192800	курорт, я его очень люблю.
1192800	1194800	И вы используете прокси
1194800	1196800	США. Вроде бы
1196800	1198800	ничего плохого. Но, как
1198800	1200800	вы думаете, если
1200800	1202800	производить проверку
1202800	1204800	с помощью тех же самых
1204800	1206800	ПИНГов, про которые мы говорили ранее.
1206800	1208800	ПИНГ веб-транспорта,
1208800	1210800	как вариант. ПИНГ UDP,
1210800	1212800	ПИНГ TCP. И производить эту
1212800	1214800	проверку,
1214800	1216800	например, из серверов
1216800	1218800	Вьетнама, Таиланда, Лаоса
1218800	1220800	и Китая. Какие показатели
1220800	1222800	будут. И в то же время, если мы
1222800	1224800	будем производить ту же самую проверку
1224800	1226800	из серверов США
1226800	1228800	к вам.
1228800	1230800	Как вы можете понять, то
1230800	1232800	благодаря такого рода проверке
1232800	1234800	есть возможность определить,
1234800	1236800	что пользователь находится
1236800	1238800	не на территории, на которой он
1238800	1240800	заявляет. Использует средства
1240800	1242800	скрытия своей локации.
1242800	1244800	Данная методика
1244800	1246800	работает очень даже неплохо.
1246800	1248800	Но, конечно,
1248800	1250800	очень быстрые прокси
1250800	1252800	позволяют в большинстве случаев
1252800	1254800	проигнорировать. То есть, просто
1254800	1256800	хорошее интернет-соединение и
1256800	1258800	быстрые прокси это, я вам так
1258800	1260800	скажу, залог большинства
1260800	1262800	успехов. То есть, если вы
1262800	1264800	используете какое-нибудь соединение
1264800	1266800	типа даже 100 мегабит, ну, задумайтесь
1266800	1268800	о том, чтобы перейти
1268800	1270800	все-таки на хотя бы
1270800	1272800	соединение скоростью в 1 гигабит.
1272800	1274800	Вы сразу же увидите, как ваши
1274800	1276800	проблемы с антифрод-системами
1276800	1278800	они значительно уменьшатся.
1278800	1280800	Я, конечно, знаю, что
1280800	1282800	есть некоторые люди, которые
1282800	1284800	по каким-то непонятным причинам, может быть
1284800	1286800	по религиозным, может быть по ментальным,
1286800	1288800	они пытаются работать с 3G
1288800	1290800	модемов.
1290800	1292800	Каждому свое.
1292800	1294800	Но я лично вам такого не советую.
1294800	1296800	Итак, мы видим, что
1296800	1298800	используется система Akamai.
1298800	1300800	Система Akamai также
1300800	1302800	еще позволяет проверить
1302800	1304800	репутацию IP-адреса.
1304800	1306800	Что это означает? А это означает, что
1306800	1308800	если на ваш IP-адрес
1308800	1310800	с него какая активность была?
1310800	1312800	Если с вашего IP-адреса
1312800	1314800	загружались обновления для Windows,
1314800	1316800	если с вашего IP-адреса загружались
1316800	1318800	какие-нибудь торренты, какие-нибудь
1318800	1320800	программы,
1320800	1322800	обновления
1322800	1324800	офиса, например, или же
1324800	1326800	чего-то еще, это классно, это хорошо.
1326800	1328800	Если с вашего
1328800	1330800	IP-адреса совершалась
1330800	1332800	активность по просмотру онлайн
1332800	1334800	кинотеатров, а там тоже участвует
1334800	1336800	Akamai, то есть в том же самом
1336800	1338800	Netflix работает Akamai,
1338800	1340800	для того, чтобы доставить контент.
1340800	1342800	Соответственно, активность
1342800	1344800	с вашего IP-адреса, она легитимная.
1344800	1346800	А если ваш IP-адрес
1346800	1348800	включается на 1 час
1348800	1350800	времени работы в сутки
1350800	1352800	и не загружается
1352800	1354800	абсолютно ничего, кроме нескольких
1354800	1356800	веб-ресурсов, а мы видим,
1356800	1358800	что в данном случае Akamai ведь
1358800	1360800	у нас видит, что мы посетили сайт Chase,
1360800	1362800	и все остальные ресурсы, на которых
1362800	1364800	используется Akamai, тоже могут
1364800	1366800	Akamai может видеть
1366800	1368800	все остальные ресурсы, на которых
1368800	1370800	он используется, что мы их посещали.
1370800	1372800	Соответственно, активность
1372800	1374800	такого IP-адреса будет уже
1374800	1376800	подозрительная, и к нему могут быть
1376800	1378800	применены санкции. Поэтому
1378800	1380800	самый простой вариант, как это
1380800	1382800	избежать, поставьте себе
1382800	1384800	IP-адрес на ваш роутер,
1384800	1386800	например, или на обычный
1386800	1388800	ваш компьютер, и просто
1388800	1390800	прогревайте его таким образом,
1390800	1392800	что вы играете в игры,
1392800	1394800	смотрите YouTube и так далее.
1394800	1396800	Вы таким образом буквально за несколько
1396800	1398800	дней сможете из
1398800	1400800	плохого грязного IP-адреса
1400800	1402800	получить чистый,
1402800	1404800	хороший и приятный
1404800	1406800	в использовании IP-шник.
1406800	1408800	Но возвращаемся опять же сюда.
1408800	1410800	ChatGPT дает нам возможность
1410800	1412800	посмотреть все, что находится
1412800	1414800	на данном веб-ресурсе, но
1414800	1416800	только лишь из нашего
1416800	1418800	хар-файла.
1418800	1420800	В частности, я
1420800	1422800	показывал вам пример с Canvas.
1422800	1424800	Мы видим, что он его здесь
1424800	1426800	не обнаружил, правильно?
1426800	1428800	Запомните это, это довольно-таки
1428800	1430800	важная деталь. Потому что, когда вы
1430800	1432800	составляете запрос для данного
1432800	1434800	веб-ресурса,
1434800	1436800	он не всегда
1436800	1438800	может проверить все скрипты
1438800	1440800	самостоятельно, и ему нужно
1440800	1442800	будет об этом сказать.
1442800	1444800	Но, возвращаясь
1444800	1446800	теперь к нашему
1446800	1448800	сайту Chase, что я
1448800	1450800	еще рекомендую вам сделать?
1450800	1452800	Вот после такого простейшего анализа
1452800	1454800	можно получить множество информации.
1454800	1456800	Но если вы
1456800	1458800	составите такой анализ,
1458800	1460800	такие хар-файлы
1460800	1462800	для каждого из критических действий,
1462800	1464800	то есть, смотрите, как делаю я на практике.
1464800	1466800	Делаю хар-файл,
1466800	1468800	когда перехожу на веб-ресурс.
1468800	1470800	Потому что можно определить использование
1470800	1472800	антибот-системы. Делаю хар-файл,
1472800	1474800	когда я регистрирую аккаунт.
1474800	1476800	Делаю хар-файл, когда я
1476800	1478800	восстанавливаю пароль. Делаю хар-файл,
1478800	1480800	когда мне нужно привязать карточку,
1480800	1482800	например, или завести деньги.
1482800	1484800	То есть, фактически, один
1484800	1486800	веб-ресурс у меня может быть представлен
1486800	1488800	семью, восьмью,
1488800	1490800	десятью различными хар-файлами.
1490800	1492800	Затем, эти хар-файлы,
1492800	1494800	в моем случае, я загружаю их на сервер
1494800	1496800	для дальнейшего слежения за
1496800	1498800	веб-ресурсом, но в вашем случае,
1498800	1500800	если вы не хотите иметь серверную инфраструктуру,
1500800	1502800	сделайте очень просто.
1502800	1504800	Загрузите себе,
1504800	1506800	потратьте пять минут своего времени
1506800	1508800	для того, чтобы сделать вот такие
1508800	1510800	семь, восемь, десять хар-файлов
1510800	1512800	и сохраните их
1512800	1514800	себе на компьютер. Затем,
1514800	1516800	если вдруг что-нибудь изменится
1516800	1518800	на данном веб-ресурсе, и у вас,
1518800	1520800	например, резко упала ваша
1520800	1522800	производительность, составьте еще
1522800	1524800	раз хар-файлы. Получите еще
1524800	1526800	раз пять, шесть, семь,
1526800	1528800	десять этих хар-файлов. После чего,
1528800	1530800	с помощью того же самого чата
1530800	1532800	GPT вы можете их сравнить. Но я
1532800	1534800	бы рекомендовал использовать другую
1534800	1536800	утилиту. Другая утилита называется
1536800	1538800	CodeCompare. Вы можете использовать
1538800	1540800	ее. Я лично привык использовать ее.
1542800	1544800	CodeCompare.
1544800	1546800	Ну вот, div-чекер, может быть, или же
1546800	1548800	просто
1548800	1550800	сама программа.
1550800	1552800	Вот она.
1552800	1554800	Вот то, что использую я от компании
1554800	1556800	DevArt. И вы можете
1556800	1558800	сравнить, что изменилось
1558800	1560800	в веб-ресурсах
1560800	1562800	на этапе логина, либо же на
1562800	1564800	этапе завода денег. И вы
1564800	1566800	всегда сможете найти разницу
1566800	1568800	и понять, на что вам стоит обратить
1568800	1570800	внимание. По факту
1570800	1572800	скажу так. Анализ
1572800	1574800	веб-ресурса,
1574800	1576800	вот тот, который я вам показал, он очень простой,
1576800	1578800	примитивный, детский.
1578800	1580800	Но, тем не менее,
1580800	1582800	его хватает на большинство
1582800	1584800	веб-ресурсов. Поскольку
1584800	1586800	мы можем определить еще
1586800	1588800	чуть-чуть дальше, мы с вами узнаем
1588800	1590800	в следующих уроках, как определить
