start	end	text
152560	162920	И тот IP-адрес, который на типе Free будет показан, например, как абсолютно чистый, на типе SMB Basic будет показан уже как грязный.
163000	164640	Вполне возможно, если он такой и есть.
164920	168420	Потому что подключаются дополнительные источники информации.
168420	175160	На SMB Plus используется даже проверка на предмет резидентных.
175200	175700	Прокси.
176120	181780	Отличный, на самом деле, отличный сервис, даже на этом относительно дешевом типе.
181940	185900	Но, конечно же, Enterprise это самое лучшее, что может быть.
185980	186780	Fraud Fusion.
187520	191340	Великолепная система, которая покажет даже историю IP-адреса.
191700	192420	Abus Shield.
192760	193440	Прекрасно.
193560	194240	Dark Data.
194760	200320	Возможность получить данные с различных прокси-сервисов.
200320	203100	С ботнетов, когда используется прокси.
203160	204640	Кстати, вот здесь это Merging Botnets.
204760	205160	Великолепно.
205160	209600	Великолепнейшим образом раньше реагировал на прокси Luxox, 911 и так далее.
210400	217740	Иными словами, вот этот тип самый лучший, но цена его начинается от 5000 долларов в месяц.
218140	221600	Вы можете, кстати, получить доступ в него на сайте DetectExpert.
221720	223580	У нас в чекерах подключен именно этот тип.
224080	227360	Но я хочу предложить вам еще одну альтернативу.
227440	233100	Как вы можете получить этот чекер, например, без необходимости логиниться на сайт DetectExpert.
233100	239660	Переходим в Google и вводим Indeed.
240520	242080	Вот такой вот веб-ресурс.
243620	249160	Данный веб-ресурс позволяет производить поиски работы и так далее.
249420	253700	Нам он фактически сейчас как таковой, как его основной функционал не нужен.
254420	257180	Нам нужно на этом ресурсе немного паразитировать.
257900	259280	Нажимаем клавишу F12.
260260	261920	Переходим на вкладку Network.
261920	262000	Переходим на вкладку Network.
263100	264160	Обновляем страницу.
266700	269100	Убираем. У меня фильтр стоит здесь на Image.
269800	270700	Делаем All.
271400	274480	И убираем здесь третисторонние ресурсы.
275540	279660	Итак, мы получили вот такой вот вагон информации.
280520	285800	Нам нужно из этой информации найти кое-что, что нас интересует.
285800	292580	В частности, давайте посмотрим сейчас на веб-ресурсы,
293100	294100	которые загружаются.
298100	300200	Давайте сейчас сделаем по-другому.
300580	304040	Давайте уберем весь лог и зайдем на Singin.
305220	308160	Здесь нам вполне возможно будет немного проще.
308980	312060	И вот, вот запрос, о котором я хотел вам сказать.
312180	316680	На странице Singin нам нужно отхватить вот такой вот запросик Fetch.
317120	318420	Кстати, он у нас пришел откуда?
318580	320000	Это третисторонний ресурс? Да.
320000	323000	Можете включить здесь фильтрацию третисторонних ресурсов.
323100	325100	И вы увидите вот этот запрос.
325100	327100	Чем он нам важен?
328100	336100	Двойной клик на этом запросе, и мы получаем доступ к IP Quality Score CDN.
337100	340100	Пожалуйста, я вводю информацию о моем девайсе.
341100	346100	В данном случае сюда подключен максимальный тариф, тариф Enterprise.
346100	350100	То есть, вы можете увидеть здесь, сколько система IP Quality Score считает,
350100	351100	что вы используете.
351100	352600	То есть, fraud, например.
352600	354600	Прокси, VPN, TOR.
354600	356600	Какая страна у вас.
356600	362600	Ну и, соответственно, все, что вы захотите о вашем IP-адресе.
362600	367600	Немного здесь используется даже и проверка железа.
368600	373600	Ну, самый основной параметр, который нас интересует, это fraud chance.
373600	376600	Это действительно важный параметр.
376600	381600	Ну и Device ID, как идентификатор девайса, чтобы вы можете, например, откалибровать свой антидетект.
381600	389600	Видит он вас как новое лицо, либо же видит он вас как уже известное ему лицо.
389600	394600	Ну, также можно обратить внимание на SSL-отпечаток, как один из вариантов.
395600	403600	Данное отверстие в системе безопасности веб-ресурса Indeed существует уже довольно давно.
403600	409600	Я его обнаружил совершенно случайно, когда один из пользователей пришел и сообщил,
409600	414600	что у него проблемы с веб-сайтом Indeed на моей сборке антидетекта.
414600	418600	И когда мы зашли на этот веб-ресурс, я, соответственно, с помощью анализа исходного кода,
418600	422600	увидел, что здесь используется система IP Quality Score.
422600	428600	И, соответственно, мы поняли, что у него проблема из-за использования некачественных прокси.
428600	432600	Хотя пользователь также сделал интересное наблюдение,
432600	437600	что если использовать macOS, то вот здесь вот fraud chance падает.
437600	439600	Так что тоже можно проверить.
439600	442600	Можете обратить на это внимание.
442600	445600	Ссылка может быть статичной.
445600	450600	Я могу, в принципе, предоставить ее вам вот в таком вот виде, если вы захотите скопировать.
450600	457600	Но я рекомендую все-таки перейти на сайт Indeed и найти данную ссылку самостоятельно.
457600	462600	И, забегая вперед, хочу сказать, что Indeed далеко не один ресурс,
462600	465600	который использует такую методику, скажем так.
465600	469600	И для тех, кто знаком, что существует такой процесс,
469600	473600	который называется Google Дорки,
473600	478600	то благодаря Google Доркам можно еще поискать другие веб-ресурсы,
478600	483600	которые дают доступ напрямую в систему IP Quality Score.
483600	486600	И, возможно, даже вы найдете еще и систему Threat Matrix,
486600	490600	если правильно подойдете к поиску Дорков из предыдущего урока
490600	494600	по анализу антифрод-систем для новичков.
494600	497600	Так что пользуйтесь максимальным тарифом,
497600	498600	который любезно предоставила нам Google Дорки.
499600	501600	Это компания Indeed.
501600	503600	Чекер отличный.
503600	507600	И я надеюсь, что он будет работать долго и на нашу пользу.
507600	508600	Спасибо за внимание.
508600	510600	С вами был Вектор Т13.
