start	end	text
164520	167600	Открываем нашу схему и смотрим.
168500	173900	Итак, у нас есть два самых популярных варианта, которые используют пользователи.
174340	177140	Первый самый популярный вариант это Google DNS.
177500	178320	Четыре варианта.
178440	178940	Восьмерки.
179200	181680	Все прекрасно мы их знаем, эти четыре восьмерки.
182180	183580	Быстрый, хороший DNS.
184320	188300	Второй по популярности DNS это DNS от Cloudflare.
188480	189320	Четыре единицы.
190060	193800	Два самых популярных публичных DNS сервиса.
194440	201020	Есть также другие, такие как OpenDNS, Quad9, AdblockDNS и так далее.
201020	203440	Не будем сейчас заострять на них внимание.
203640	207100	Они слишком мелкие для нашего масштаба.
207100	213860	Если мы обратим внимание на статистику, то берем США.
213860	218660	Конкретно сейчас у меня цифры, перед вами это цифры статистики по США.
218660	224460	Кто хочет, можете запросить точно такую же статистику на 2024 год.
224460	236860	Так вот, интересной особенностью первой заключается то, что 80% всех пользователей США используют DNS от своего интернет-провайдера.
236860	241340	И лишь 20% используют кастомные DNS.
241920	248420	В моем случае мы эти 20% разделили условно на 15,5%.
248420	254700	Это доля Google DNS и 4,5% это доля Cloudflare DNS.
254880	260780	Конечно, можно было еще выделить примерно 0,2% под все остальные публичные сервисы.
261120	263120	Но не будем сейчас на них заострять внимание.
263120	266840	Будем говорить только лишь о самых-самых популярных.
266860	270760	Почему происходит такая большая разница?
271380	287620	Дело в том, что в 80%, которые принадлежат рядовым жителям США, относятся как мобильные DNS, которые предоставляются автоматически за счет оператора сотовой связи.
288060	295860	Также сюда относятся самые обычные DNS, которые предоставляются провайдерами Comcast, AT&T и прочими.
295860	296820	Дело в том, что...
296820	300920	что когда самый рядовой американец захотел провести себе интернет,
301640	305480	он не будет ковряться в модеме и выставлять себе какой-то кастомный DNS.
306200	308360	Ему это неинтересно, ему это не нужно.
308480	314940	Ему пришли, поставили модем, зачастую, причем этот модем управляется со стороны провайдера.
314940	318120	Иными словами, у провайдера всегда есть доступ к вашему модему,
318380	323760	точнее к модему данного американца, для того, чтобы произвести там любые изменения,
323760	330720	в том числе различного рода отражения атак, изменения хождения трафика и так далее и тому подобное.
331060	333760	Эта практика, кстати, является очень популярной.
334520	342720	Например, в Объединенных Арабских Эмиратах такой провайдер, как Do или Etisalat,
343040	346000	они точно также используют такую же систему.
346000	353540	Если мы возьмем Катар, то же самое, Бахрейн, то же самое, Саудовская Аравия, то же самое.
353760	358400	По Латинской Америке, Бразилия, ситуация один в один.
358520	364220	Выдаются модемы и роутеры, полностью прошитые под провайдера.
364360	367460	Во многих случаях ты не можешь даже изменить себе DNS.
367660	369660	Почему? Потому что это запрещено.
369660	374580	Плюс ко всему, не стоит забывать о таких странах, как Китай, конечно же,
375000	379020	и остальных странах, в которых есть необходимость фильтрации трафика.
379840	383660	И, к сожалению, в таких случаях DNS всегда будет отрешен.
383760	384760	От провайдера.
384760	388760	Поэтому просто так это заметим сейчас для себя.
388760	393760	Это не является чем-то для нас основополагающим и так далее.
393760	399760	Но нам нужно понимать, что когда мы собираемся использовать нашу систему для работы по США,
399760	404760	нам необходимо максимально мимикрировать под рядового жителя США.
404760	410760	И, конечно же, с каким-то кастомным DNS это сделать будет сложнее.
410760	412760	Но, в принципе, ничего страшного, правда?
412760	413760	Ну, неплохо.
413760	416760	Почему будем мы использовать DNS от провайдера?
416760	419760	Будем мы использовать, например, DNS от Google?
419760	422760	Ведь хорошее дело, он же все равно работает.
422760	426760	И, в принципе, 15,5% — это не такая маленькая цифра.
426760	429760	Это должно решить все наши вопросы.
429760	436760	Но давайте мы сейчас немного посмотрим на то, как Google DNS будет работать.
436760	439760	Во-первых, что касаемо Google DNS?
439760	442760	Есть несколько интересных фактов.
442760	447760	На Google DNS-сервисе никогда не проводился публичный аудит.
447760	451760	Иными словами, все, что у нас есть — это white papers.
451760	455760	То есть это у нас есть только лишь заявление от компании Google.
455760	462760	По факту ни один сторонний человек не знает, что происходит на этих серверах.
462760	469760	Да, конечно, компания Google заявляет, что мы удаляем весь IP-адрес и сохраняем только лишь его часть
469760	471760	для статистики, для отражения атак и так далее.
471760	476760	Мы сохраняем запросы пользователей.
476760	478760	В принципе, все очень классно.
478760	485760	Но, повторюсь, ни одного, ни единого аудита проведено не было.
485760	487760	Ну, в принципе, ладно.
487760	490760	Мы не являемся какими-то плохими людьми, правда?
490760	496760	Мы ведь всего-навсего хотим создавать, может быть, много аккаунтов в Facebook,
496760	499760	либо же много аккаунтов в Instagram или в Microsoft.
499760	501760	Ну, пусть они хранят информацию.
501760	503760	Правда?
503760	505760	Ведь никаких проблем с этим не будет.
505760	506760	Но!
506760	515760	Дело в том, что тот же самый Google в своих white papers заявляет, что они борются с бот-трафиком.
515760	517760	В принципе, нас это касается как-то.
517760	518760	Ведь мы не боты.
518760	520760	Так думает обычный человек.
520760	526760	Но давайте сравним эту ситуацию, например, с DNS от Cloudflare.
526760	528760	Фактически то же самое.
528760	530760	Но в данном случае публичный аудит у них был.
531760	535760	Если не ошибаюсь, это был 2022 год.
535760	542760	Действительно, в рамках публичного аудита не было выявлено каких-то систем сохранения информации и так далее.
542760	544760	Но мы с вами все взрослые люди.
544760	549760	И мы прекрасно понимаем, что то, что находится сейчас на DNS во время аудита,
549760	556760	через буквально полминуты после того, как этот аудит был закончен, может поменяться.
556760	558760	И по факту...
558760	559760	Ну...
559760	564760	Ты этот сервер особо не опломбируешь каким-либо образом и так далее.
564760	572760	То есть для того, чтобы действительно этот сервер соблюдал какие-то рамки приватности пользователей,
572760	580760	должна быть круглосуточная, сторонняя, третьесторонняя система наблюдения за этим сервером.
580760	584760	А все остальное это замыливание глаз публики.
584760	585760	И ничего более.
585760	587760	И поэтому...
587760	588760	Cloudflare...
588760	597760	Как мы знаем его, борец с DDoS-атаками, более чем интересуется выявлением ботов.
597760	599760	Чем это нам грозит?
599760	603760	Давайте мы с вами сейчас немного порассуждаем.
603760	613760	Дело в том, что все DNS-сервера, которые работают в США, и все интернет-провайдеры,
613760	616760	они обмениваются информацией между собой.
616760	617760	И за этими серверами...
617760	621760	За серверами Google, за серверами Cloudflare,
621760	627760	стоит несколько организаций, о которых вы вряд ли когда-либо слышали.
627760	629760	И вот они у нас на экране.
629760	633760	Итак, первая организация, которая у нас есть...
633760	634760	Вот она.
634760	639760	Messaging, Malware and Mobile Anti-Abus Working Group.
639760	645760	Данная компания, данное объединение, рабочая группа,
645760	651760	имеет совместные в блок-листы статистику и телеметрию по бот-трафику.
651760	658760	Сюда входят такие компании, как AT&T, Comcast, Cloudflare, Meta,
658760	664760	со всей их обвязкой, с всех сервисов, Microsoft и Google.
664760	673760	Это я перечислил только гигантов, я не стал перечислять какие-либо другие, более мелкие компании.
673760	676760	Окей, давайте посмотрим на вторую организацию.
676760	680760	Вторая организация, которая называется у нас FSISAC,
680760	685760	это финансовый сектор с закрытой обмен угрозами,
685760	689760	в том числе DNS-сигналы о ботах.
689760	692760	Используется банками и платёжными системами.
692760	695760	Такими платёжными системами, например, как Autorise,
695760	700760	банками как Chase, Capital One, JP Morgan
700760	703760	и фактически всеми-всеми-всеми.
703760	706760	Идём дальше.
706760	708760	Кто у нас ещё здесь представлен?
708760	713760	У нас представлена компания, которая называется APVG.
713760	717760	К сожалению, стрелочку к ней не провёл, но представьте, что она здесь есть.
717760	722760	Глобальный пул данных о фишинговых и ботнет-ресурсах.
722760	727760	Есть API для обмена списками для членов.
727760	732760	Кстати, вы можете зарегистрироваться в данной компании и ознакомиться с их API.
732760	737760	Сюда входят банки, интернет-провайдеры, хостинг-провайдеры,
737760	741760	опять же, сюда входит Google, сюда входит Microsoft,
741760	744760	сюда входит Apple, что интересно,
744760	747760	и плюс ещё некоторые антифрод-системы,
747760	749760	которые мы любим, такие антифрод-системы,
749760	752760	как, например, CyberSource и SIFT.
752760	757760	Ну и последняя, но не последняя по значимости,
757760	759760	Cyber Trade Alliance.
759760	761760	Обмен сигнатурами,
761760	767760	включая данные о ботнетах, DNS, прокси, VPN-провайдерах.
767760	769760	Интересно, правда?
769760	776760	Сюда входит Cisco, Palo Alto, Wells Fargo, PayPal,
776760	783760	корпорация Tesla и многие другие гиганты.
783760	788760	И, что ещё интереснее, самая-самая интересная фишка,
788760	791760	заключается в том, что данные,
791760	796760	союзы имеют ещё и внутренние связи между собой.
796760	799760	Плюс, конечно, стоит ещё упомянуть такую компанию,
799760	802760	такое, точнее, объединение, как AIS,
802760	805760	но это уже госпрограмма.
805760	807760	Раньше существовал такой проект,
807760	809760	назывался он Global Data Transfer.
809760	812760	Global Data Transfer позволял обмениваться информацией
812760	815760	между различными крупными технологическими гигантами.
815760	819760	В частности, когда одна компания профилируется,
819760	821760	например, на защите от дозиров,
821760	824760	великолепнейшим образом она может помочь другой компании
824760	827760	для того, чтобы объединить усилия в борьбе.
827760	829760	Ну, понятно, мир, дружба, жвачка.
829760	831760	Всё хорошо.
831760	834760	По факту, что для нас это грозит?
834760	836760	А я вам рассказываю.
836760	841760	Если ваш трафик в, например, Google DNS
841760	844760	был зарегистрирован как бот-трафик,
844760	846760	об этом узнает и CloudFlare,
846760	848760	об этом узнает Meta,
848760	850760	об этом узнает Microsoft,
850760	852760	об этом узнают банки
852760	854760	и узнает платёжная система.
854760	859760	Если Google пометил вас как бот-трафик,
859760	861760	а ведь Google, его DNS,
861760	864760	прекрасно видят ваш IP-адрес,
864760	866760	то есть IP-адрес вашего прокси
866760	868760	или IP-адрес вашего VPN,
868760	873760	и будь это самый-самый кристально чистый IP-адрес,
873760	875760	который вы только можете купить,
875760	878760	ваша активность убьёт этот IP-адрес.
878760	880760	При этом, знаете что?
880760	883760	Самое интересное, что здесь есть.
883760	887760	Вы убиваете прокси самостоятельно.
887760	890760	Но, в частности, нужно отдать должное,
890760	892760	вы можете эти прокси оживить.
892760	895760	Вот это самое прикольное, что здесь есть.
895760	898760	И я вам расскажу, каким образом это всё работает.
898760	900760	Каким образом Google
900760	903760	или каким образом CloudFlare
903760	906760	могут определить бот-трафик?
906760	910760	Для этого у нас есть ещё один игрок на рынке,
910760	912760	который называется Akamai.
912760	915760	Я не буду сейчас предоставлять вам документы
915760	916760	касаемо этого игрока,
916760	920760	поскольку он заслуживает отдельной лекции.
920760	924760	Но сейчас мы будем с вами дальше оперировать
924760	928760	конкретно системой идентификации пользователей,
928760	930760	которую использует Akamai.
930760	934760	И, соответственно, у нас есть все шансы предполагать,
934760	939760	что Google, CloudFlare и прочие DNS-сервисы,
939760	943760	они также используют именно эти алгоритмы.
943760	946760	Я сейчас вас с ними познакомлю.
946760	949760	Не будем уделять этому огромное внимание,
949760	953760	но, как я и говорил, вы сами убиваете свои прокси.
953760	956760	Давайте посмотрим, как это происходит.
956760	958760	Идём немного право.
958760	960760	Вот мы.
960760	962760	Представьте себе, вот мы.
962760	965760	Вот это этот великолепный пользователь,
965760	968760	который зашёл и где-то, неизвестно где,
968760	971760	приобрёл себе экстра чистые прокси.
971760	974760	Самые чистые выделенные прокси.
974760	976760	Представьте себе, что во всех чекерах,
976760	978760	в которых вы проверяли этот прокси,
978760	981760	рейтинг Фродо – ноль.
981760	986760	Никто этим прокси не пользовался на протяжении месяца, например.
986760	990760	И плюс ещё этот прокси останется на месяц дальше у вас.
990760	994760	То есть самый-самый чистый прокси.
994760	996760	Согласитесь, с такого прокси, наверное,
996760	999760	очень легко пойти и открыть себе банковский счёт
999760	1001760	и зарегистрировать аккаунт Фейсбука,
1001760	1006760	либо же участвовать в партнёрской программе Майкрософт.
1006760	1008760	Все вы согласитесь со мной, правда?
1008760	1012760	Но по факту ни черта подобного.
1012760	1015760	И объясняется это вот чем.
1015760	1017760	Смотрим сюда.
1017760	1022760	Ваш прекрасный, самый чистый IP-адрес,
1022760	1025760	если он не имел никакой активности,
1025760	1027760	это очень плохо.
1027760	1029760	Во-первых.
1029760	1031760	Во-вторых, давайте посмотрим на то,
1031760	1036760	какую активность может изобразить пользователь.
1036760	1039760	Давайте сделаем так.
1039760	1042760	Вот у нас есть запросы.
1042760	1044760	Что делает пользователь после того,
1044760	1049760	как он включил этот чудесный экстра чистый прокси
1049760	1051760	в своём браузере?
1051760	1054760	Он переходит на сайт всеми известный,
1054760	1056760	на сайт BrowserLeaks.
1056760	1060760	И на этом сайте BrowserLeaks он хочет увидеть,
1060760	1062760	как же у него меняется всё-таки Canvas.
1062760	1064760	Какой он красивый, например.
1064760	1067760	Или может быть у него утекает WebRTC как вариант?
1067760	1068760	Тоже вариант.
1068760	1071760	А может быть ему вообще в голову придёт нажатие
1071760	1073760	Run DNS Leak Test?
1073760	1077760	Это самый лучший, вообще самый-самый лучший вариант.
1077760	1080760	Но давайте сейчас подумаем почему.
1080760	1083760	Итак, пользователь переходит на сайт BrowserLeaks,
1083760	1085760	чтобы проверить свои отпечатки.
1085760	1088760	Но плюс, когда он только запустил прокси,
1088760	1092760	у него его ещё антидетект браузер.
1092760	1095760	Если он сделан не совсем умным человеком,
1095760	1101760	то он даже отправит запрос на сервер лицензирования
1101760	1104760	с IP-адреса прокси.
1104760	1106760	Да, не во всех браузерах это есть.
1106760	1109760	В некоторых браузерах всё-таки сделано больше по уму.
1109760	1111760	И когда запрос лицензии,
1111760	1116760	который происходит раз в 15 минут, раз в полчаса, раз в час,
1116760	1121760	например, идёт через ваш основной канал интернета,
1121760	1122760	а не через прокси,
1122760	1125760	тогда, в принципе, номер два мы можем здесь убрать.
1125760	1128760	Но проверьте сами.
1128760	1132760	Если у вас запрос к системе лицензирования вашего браузера
1132760	1134760	идёт через прокси,
1134760	1139760	то, соответственно, он идёт, скорее всего, по доменному имени.
1139760	1141760	Поскольку IP-адрес могут,
1141760	1143760	DDoS-ить и так далее.
1143760	1147760	Поэтому, скорее всего, что будет использовано доменное имя,
1147760	1152760	в котором будет даже видно, какой антидетект браузер вы используете.
1152760	1155760	Ну, дальше, конечно же, запрос MiUnit, например.
1155760	1159760	Или же пользователь захочет со своего же проксика
1159760	1163760	зайти на сайт, например, прокси-провайдера
1163760	1165760	и изменить какую-нибудь информацию,
1165760	1168760	изменить страну или посмотреть там zip-код, например,
1168760	1170760	что-нибудь такого плана.
1170760	1171760	Иными словами,
1171760	1173760	такого рода активность
1173760	1176760	она уже подразумевает под собой
1176760	1181760	то, что этот человек не является легитимным пользователем.
1181760	1186760	И, соответственно, к нему можно присмотреться более детально.
1186760	1189760	Потому что у него уже есть первый красный флаг
1189760	1192760	это посещение подозрительных ресурсов.
1192760	1196760	Здесь нет порнхаба, здесь нет фейсбука,
1196760	1199760	здесь нет каких-то ресурсов, которые интересны людям.
1199760	1202760	Здесь только специфические ресурсы.
1202760	1205760	И поскольку все ваши запросы идут через Google DNS,
1205760	1208760	которые вы выставили в настройках своего антидетект-браузера,
1208760	1210760	либо же в настройках вашей операционной системы,
1210760	1212760	либо в настройках вашего роутера,
1212760	1215760	то Google великолепнейшим образом это все видит.
1215760	1218760	Он видит, что с вашего экстра чистого IP-адреса
1218760	1221760	пришли вот такого рода запросы.
1221760	1224760	И, соответственно, ваш экстра чистый IP-адрес
1224760	1226760	уже ставится под вопрос.
1226760	1228760	Но самое интересное находится внизу,
1228760	1230760	под этой дистрофичной стрелочкой.
1230760	1239760	Как определить, что вы используете стороннее программное обеспечение?
1239760	1244760	У вас нет запросов к Akamai сети.
1244760	1247760	У вас нет запросов к Microsoft.
1247760	1252760	У вас нет запросов к CDN сетям.
1252760	1254760	Что это означает?
1254760	1257760	А я вам сейчас дальше расскажу
1258760	1259760	подробно.
1259760	1262760	Дело в том, что ваш антидетект-браузер,
1262760	1265760	либо какое-то другое программное обеспечение,
1265760	1267760	которое используется для проксирования
1267760	1269760	того же самого браузера,
1269760	1272760	не будет расходовать трафик прокси.
1272760	1275760	Многие пользователи как раз этого боятся.
1275760	1278760	Ух, у меня уйдет там несколько лишних гигабайт,
1278760	1281760	если я буду делать проксирование на всю систему.
1281760	1286760	И здесь кроется невероятно большая сука проблема.
1286760	1292760	Если у вас будут отсутствовать вот эти три кита,
1292760	1295760	на которых держится операционная система Windows,
1295760	1297760	в данном случае мы обсуждаем,
1297760	1301760	то ваш трафик будет признан бот-трафиком
1301760	1304760	с вероятностью 100%.
1304760	1306760	Почему так происходит?
1306760	1308760	Давайте наглядно посмотрим.
1308760	1311760	Вот я сейчас запускаю программное обеспечение,
1311760	1314760	которое называется GlassWire.
1314760	1317760	Мы можем посмотреть с вами на рисунке.
1317760	1319760	Оно у нас закрылось. Один момент.
1319760	1327760	Мы можем посмотреть с вами на рисунке график трафика-рафика.
1327760	1332760	Итак, посмотрите, пожалуйста, на мою сетевую активность.
1332760	1334760	Это сейчас сетевая активность,
1334760	1337760	которая происходит с моего ПК,
1337760	1339760	когда я записываю видео.
1339760	1341760	И в данном случае у меня открыт браузер Chrome,
1341760	1344760	на котором я показываю вам диаграмму.
1344760	1350760	И открыта программа для записи видео.
1350760	1354760	Все остальные программы я не открывал лично.
1354760	1356760	Они открыты в фоне.
1356760	1358760	Если мы с вами посмотрим,
1358760	1360760	окей, Google трафик нас в принципе устраивает,
1360760	1362760	это обычный браузер.
1362760	1365760	Но вот такая вот вещь, хост-процесс.
1365760	1368760	Как вы думаете, что это?
1368760	1371760	Это Chrome. Всего-навсего.
1371760	1373760	А если у нас хост-процесса нет,
1373760	1377760	то есть если у нас, например, есть трафик просто браузера,
1377760	1381760	а подключения к данному IP-адресу у нас отсутствует,
1381760	1384760	быть может все-таки, который находится в Ирландии,
1384760	1387760	быть может все-таки это проблема в том,
1387760	1391760	что у нас не совсем тот браузер,
1391760	1393760	о котором мы заявляем.
1393760	1397760	У нас есть также какая-то активность от Anti-Kernel and System.
1397760	1399760	Давайте посмотрим, кто это такой.
1399760	1401760	Это Microsoft Windows.
1401760	1403760	Это Microsoft Windows.
1403760	1407760	Microsoft Windows имеет перманентное подключение к серверу,
1407760	1409760	это Болгария, если не ошибаюсь, наверное.
1409760	1411760	Да, это Болгария.
1411760	1414760	К вот такому вот IP-адресу в Болгарии.
1414760	1418760	Но, соответственно, подключение есть, но не по домену,
1418760	1420760	можно сказать, да? Правильно?
1420760	1423760	Вот у нас подключение идет не по домену.
1423760	1426760	То есть, в принципе, это DNS может и не видеть.
1426760	1429760	Какие у нас еще процессы? Хост-процесс.
1429760	1431760	Вот если мы сейчас смотрим на хост-процесс,
1431760	1433760	мы видим здесь дополнительно,
1433760	1435760	мы ловим здесь сразу же и Akamai.
1435760	1439760	Обращение к Akamai идет уже по доменному имени,
1439760	1441760	значит, оно идет через DNS.
1441760	1445760	Обращение к SSL.com, соответственно, тоже через DNS.
1445760	1448760	К Google, ну, это нас особо не волнует, в принципе.
1448760	1450760	DNS Google, кстати, интересный момент.
1450760	1456760	На моем компьютере сейчас не выставлен нигде DNS Google.
1456760	1457760	Вроде бы.
1457760	1458760	А может быть и выставлен.
1458760	1459760	Надо посмотреть.
1459760	1461760	По-моему, я когда показывал, да,
1461760	1463760	я для теста здесь его выставил.
1463760	1465760	Сейчас я вам расскажу чуть детальнее.
1465760	1467760	Соврал, соврал, извините.
1467760	1469760	Ну, Windows Report Problem опять же.
1469760	1470760	Смотрим.
1470760	1472760	Подключение идет через домен.
1472760	1476760	Иными словами, благодаря анализу трафика,
1476760	1479760	анализу вашего DNS трафика,
1479760	1482760	есть возможность, была еще возможность,
1482760	1485760	еще много лет назад с помощью машинного обучения
1485760	1487760	определить, что пользователь не является
1487760	1489760	реальным пользователем.
1489760	1492760	Ну, а сейчас, во времена искусственного интеллекта,
1492760	1494760	это всего-навсего пара бустяков.
1494760	1497760	Итак, какие наши основные проблемы?
1497760	1500760	Проблема первая, когда запускается,
1500760	1504760	когда запускается проксик.
1504760	1508760	Это посещение подозрительных хостов.
1508760	1510760	Проблема вторая.
1510760	1513760	Отсутствие реальных подключений к реальным запросам,
1513760	1514760	к реальным ресурсам.
1514760	1516760	Akamai, Microsoft и CDN.
1516760	1519760	CDN, кто не знает, Content Delivery Network.
1519760	1521760	CDN сети.
1521760	1524760	Благодаря этим активностям есть возможность
1524760	1527760	уже определить, что используется какое-либо
1527760	1530760	какое-либо программное обеспечение.
1530760	1534760	Не обязательно, что это может быть какой-то антидетект.
1534760	1537760	Их доля очень маленькая на рынке.
1537760	1539760	Но это может быть какой-нибудь скраппер,
1539760	1542760	кравлер и множество-множество других авлеров.
1542760	1545760	Соответственно, Google будет видеть,
1545760	1549760	что трафик с данного IP-адреса является подозрительным.
1549760	1556760	И обменяется этой информацией со всеми остальными участниками,
1556760	1560760	которые входят в данные союза,
1560760	1563760	про которые мы с вами уже обговаривали ранее.
1563760	1567760	И даже если вы не посещали, например, тот же самый ресурс Facebook,
1567760	1571760	Facebook будет уже о вас эту информацию знать.
1571760	1573760	Соответственно, как я говорил ранее,
1573760	1579760	каким образом можно отбелить данный IP-адрес.
1579760	1581760	И это действительно очень важная работа,
1581760	1583760	о которой мало кто задумывается.
1583760	1587760	Если у вас есть необходимость использовать Google DNS,
1587760	1589760	хотя мы можем от него отойти,
1589760	1593760	то самым простым вариантом будет
1593760	1596760	эта установка вашего проксика,
1596760	1598760	с которой вы хотите работать.
1598760	1602760	Например, на Raspberry Pi,
1602760	1604760	либо же на ваш роутер,
1604760	1608760	для того, чтобы через него максимально шел природный трафик.
1608760	1610760	То есть ваша операционная система,
1610760	1612760	например, ваша виртуальная машина,
1612760	1614760	будет совершать проверку обновлений,
1614760	1616760	будет совершать загрузку контента,
1616760	1620760	будет загружать и проводить все те же самые операции,
1620760	1622760	которые проводит обычный пользователь.
1622760	1625760	И соответственно, всего всего, что от вас необходимо,
1625760	1627760	всего-навсего одна вещь.
1627760	1630760	Оставить машину в покое.
1630760	1631760	И все.
1631760	1633760	Если вы хотите, чтобы ваше действие,
1633760	1637760	которое вы совершаете из этого экстра чистого IP-адреса,
1637760	1639760	принесло плоды,
1639760	1643760	в таком случае запустите прокси на всю систему
1643760	1646760	и оставьте этот прокси без какой-либо активности.
1646760	1649760	Вы будете думать, что активности по факту нет,
1649760	1651760	но в реальности она будет.
1651760	1655760	И соответственно, даже вот давайте посмотрим Telegram.
1655760	1658760	Telegram у нас, ну да, он по IP-адресу обращается.
1658760	1659760	Ладно, хрен с ним.
1659760	1660760	Steam.
1660760	1664760	Steam вот, например, общается по доменному имени.
1664760	1667760	Соответственно, что будет видеть ваш,
1667760	1671760	какую информацию в вашем IP-адресе будет видеть Google DNS?
1671760	1673760	Он будет видеть, что вы используете Steam,
1673760	1676760	он будет видеть, что вы используете браузер Google Chrome,
1676760	1679760	он будет видеть, что вы используете операционную систему Windows.
1679760	1681760	Ваш трафик является легитимным.
1681760	1683760	И все, что нужно для этого сделать?
1683760	1685760	Ничего не делать.
1685760	1688760	Просто оставить его, работать на всю систему в автономном режиме.
1688760	1693760	Самый лучший и самый простой вариант.
1693760	1700760	Ну и как я говорил, вот этот вот чудеснейший тест, проверка DNS.
1700760	1705760	Это просто самый-самый кайф, который только может существовать.
1705760	1711760	Кто делает проверку DNS, можете себе повесить на лбу табличку «Долбоеб»
1711760	1713760	и ходить с этой табличкой.
1713760	1717760	Если консоль нам сейчас поможет, мы сейчас, я вам сейчас покажу.
1718760	1726760	Ну а выводов у нас тут нету.
1726760	1730760	Если не ошибаюсь, у нас их здесь не видно.
1730760	1733760	Ну не видно и хрен с ними, правильно?
1733760	1734760	Суть.
1734760	1736760	А нет, вот есть, смотрите.
1736760	1739760	Смотрите, смотрите, смотрите.
1739760	1742760	Ну вот давайте откроем информацию.
1742760	1747760	Вот какие запросы делает сайт BrowserLeaks.
1748760	1750760	Ну, например, сайт BrowserLeaks.
1750760	1753760	Что в этих запросах общего?
1753760	1758760	Само доменное имя плюс DNS-адрес.
1758760	1761760	То есть не BrowserLeaks.com, а BrowserLeaks.org.
1761760	1763760	Они используют отдельный домен.
1763760	1769760	Они подняли там DNS-сервера, где поднимается кастомный домен.
1769760	1774760	И, соответственно, этот домен, он привязан к сессии.
1774760	1776760	И поэтому никто...
1776760	1781760	Никто до вас по этому домену не обращался.
1781760	1783760	Никто не будет обращаться.
1783760	1788760	Соответственно, когда на DNS BrowserLeaks поступит запрос,
1788760	1793760	к какому IP-адресу принадлежит такой-то, такой-то домен,
1793760	1800760	тогда BrowserLeaks может определить, с какого DNS пришел данный запрос.
1800760	1805760	И, соответственно, как мы видим, в данном случае вот у меня запрос пришел с CloudFlare,
1805760	1807760	запрос пришел с Google.
1807760	1814760	Одновременно с трех IP-адресов пришел запрос на вот это доменное имя.
1814760	1819760	Но что самое интересное происходит здесь, вы уже наверняка догадались.
1819760	1827760	Будь то CloudFlare, будь то Google, они сразу же будут знать, что используется проверка DNS.
1827760	1831760	Потому что такая активность является, во-первых, подозрительной.
1831760	1834760	Во-вторых, она, конечно же, связана с ресурсом, который занимается проверкой анонимности.
1835760	1841760	Поэтому самый красный из всех Red Flags, который можно только представить.
1841760	1848760	Так что, если вы после покупки прокси, после установки их в систему,
1848760	1851760	любите зайти на сайт BrowserLeaks и нажать кнопочку проверки,
1851760	1855760	ну, я вам сообщил, какую табличку вы можете себе на лоб повесить.
1855760	1857760	Но на этом мы не заканчиваем.
1857760	1861760	Сейчас прошла еще только половина от нашей лекции.
1861760	1863760	Давайте посмотрим дальше.
1863760	1864760	Что же делать?
1864760	1868760	Как нам поступить с нашим DNS?
1868760	1870760	Давайте посмотрим вот сюда.
1870760	1877760	Наш обычный, самый хороший DNS, который принадлежит провайдеру.
1877760	1880760	Нам нужно каким-то образом его получить.
