start	end	text
316680	321680	Но не везде вы увидите, что у вас идет поддержка вашей видеокарты.
321680	323680	То есть WebGPU.
323680	333680	Дело в том, что в зависимости от вашей видеокарты браузер сам может принять решение, разрешать вам технологию WebGPU или нет.
333680	335680	Это первое.
335680	343680	Второе. Браузер, сам браузер Chrome, может принять решение на основании того, какой уровень DirectX поддерживает ваша видеокарта.
343680	347680	Если ваша видеокарта не поддерживает DirectX 12,
347680	349680	то, соответственно,
349680	353680	вам не дадут возможности использовать технологию WebGPU.
353680	361680	Поэтому, если вдруг вы увидите на таких вот абсолютно конченных и припизденных, по-другому не могу назвать их,
361680	368680	тестах, как вот fingerprint.com, никогда не переходите на этот сайт.
368680	372680	Поверьте, это просто, это идиотизм и кал.
372680	376680	Если будет интересно, я расскажу в следующих уроках.
376680	378680	Но, вот если мы сейчас пойдем.
378680	381680	Вот они, в частности, Detect виртуальной машины,
381680	384680	они, знаете, как проверяют виртуальную машину?
384680	387680	Поддерживается ли WebGPU или нет?
387680	396680	То есть, иными словами, вы можете просто у себя в браузере Chrome перейти на вкладку Chrome Flex
396680	404680	и в поиске WebGPU можете включить WebGPU, вот здесь вот Enabled.
404680	408680	И после этого вы обойдете Detect якобы виртуальной машины.
408680	409680	Вот.
409680	411680	Но я не зря об этом упомянул.
411680	420680	Дело в том, что если ваша видеокарта поддерживает максимально уровень DirectX 11 и не поддерживает DirectX 12,
420680	424680	то, соответственно, у вас и поддержки WebGPU быть не может быть.
424680	430680	А вот, например, антифрод-система fingerprint.com будет думать, что вы являетесь пользователем виртуальной машины.
430680	434680	Почему же я говорю, что это плохой метод Detect?
434680	437680	Дело в том, что fingerprint.com, в данном случае,
437680	442680	является ничем иным, как ханипотом.
442680	448680	Никто в своем здравом уме не будет посещать данный веб-ресурс просто так, ради интереса.
448680	453680	Будут посещать его люди, которые хотят проверить свою анонимность и так далее.
453680	461680	В частности, в чатах в Telegram я очень резко отзывался о людях, которые переходили на данный веб-ресурс.
461680	466680	И потом еще говорили, ух, а у меня тут видно VPN, например, у меня тут видно еще что-то.
466680	469680	У меня тут видно виртуальная машина.
469680	473680	Я говорю, ну вот, ходи и смотри теперь, раз ты такой.
473680	478680	Суть. Одного лишь наличия веб-GPU мало.
478680	480680	Я вам расскажу, в чем прикол.
480680	487680	Дело в том, что мы можем эмулировать наличие веб-GPU через реестр.
487680	490680	Элементарно просто.
490680	495680	Если у нас идет поддержка VDDM,
495680	498680	то есть, сейчас покажу, что это такое.
498680	501680	Вот мы запускаем утилиту под названием DXDiag.
501680	507680	И здесь на вкладке Pro Display мы видим вот Driver Model, VDDM.
507680	512680	Если у нас этот VDDM больше, чем версия 2.3,
512680	516680	ну, например, наша видеокарта не поддерживает DirectX 12,
516680	519680	то уровни поддержки номинальные.
519680	523680	Вы можете добавить элементарно просто через реестр.
523680	525680	Как это сделать?
525680	527680	Спросите у чата GPT, например.
527680	531680	Либо же просто найдите в реестре свойства вашей видеокарты.
531680	534680	Добавьте туда то, что вы хотите.
534680	539680	И после этого вы получите вашу видеокарту якобы с DirectX 12.
539680	542680	После этого вы сразу же получите веб-GPU.
542680	544680	Как пример.
544680	547680	Почему я объяснил вот этот пример?
547680	553680	Дело в том, что методик, по которым можно эмулировать наличие видеокарты в веб-GPU,
553680	554680	их довольно много.
554680	561680	Можно подменить видеокарту в самом браузере с помощью подмены ответа на свойства навигатора GPT.
561680	563680	Можно подменить через реестр.
563680	569680	Можно воспользоваться различными другими утилитами для того, чтобы это осуществить.
569680	570680	Суть.
570680	575680	Антифрод-системы не используют проверку веб-GPU.
575680	580680	То, что вы видели на сайте fingerprint.com, является идиотизмом.
580680	582680	И еще раз повторюсь, ханипотом для того, чтобы собрать ваши остальные данные.
582680	591680	Как же реально используется веб-GPU для того, чтобы проверить, существует оно или нет?
591680	593680	Та-дам!
593680	595680	Это бенчмарк.
595680	600680	Точно так же, как мы проводили с вами бенчмарк веб-GL, Canvas, Audio,
600680	603680	точно так же можно провести бенчмарк веб-GPU.
603680	609680	А, соответственно, переходя на вот этот веб-ресурс, исходник которого вы можете найти на GitHub,
609680	611680	нажав на кнопочку Run,
611680	616680	вы можете посмотреть реальные показатели вашей видеокарты.
616680	621680	А, соответственно, если вы используете, например, дискретную видеокарту,
621680	623680	это будет здесь видно.
623680	627680	Если вы используете поддельные значения видеокарты,
627680	629680	это здесь будет видно.
629680	632680	Если вы захотите с помощью вашего антидетект-браузера,
632680	636680	в котором у вас есть поддержка, якобы, веб-GPU и подмена,
636680	640680	показать, что у вас есть видеокарта,
640680	642680	это здесь будет видно.
642680	645680	Благодаря данному тесту есть возможность определения,
645680	648680	как, первое, использования VPS,
648680	650680	VPS с антидетектом,
650680	652680	удаленных серверов,
652680	654680	удаленных серверов с антидетектом,
654680	657680	то есть, dedicated server, я имею в виду.
657680	663680	Так же есть возможность определения использования встроенных видеокарт,
663680	667680	иными словами, если вы, например, ваша встроенная видеокарта,
667680	669680	она поддерживает DirectX 12,
670680	676680	но вы, например, имея видеокарту Intel встроенную,
676680	680680	заявляете, что у вас видеокарта 4090, дискретная Nvidia.
680680	683680	По показателям это будет видно,
683680	688680	что вы используете поддельную видеокарту.
688680	692680	Таким образом, благодаря веб-GPU бенчмарку,
692680	695680	есть возможность идентификации антидетектов,
695680	698680	есть возможность идентификации использования удаленных сетевых ресурсов,
698680	701680	использования удаленных сетевых ресурсов.
701680	703680	И по факту вам скажу так,
703680	707680	что производительность видеокарты в данном случае
707680	712680	намного точнее, чем производительность веб-GL.
712680	717680	И если, например, использование веб-GL,
717680	723680	когда мы помним с вами 136, 138 FPS,
723680	726680	разницы между, например,
726680	729680	2080, 1080 и 3080,
729680	731680	никакой не будет,
731680	734680	то в случае использования веб-GPU
734680	736680	на основе статистических данных
736680	738680	есть возможность реально определить,
738680	740680	что используется видеокарта второго семейства,
740680	744680	первого семейства, третьего семейства или четвертого семейства.
744680	747680	Происходит это как раз по той причине,
747680	751680	что имеется полный доступ к ресурсам видеокарты,
751680	754680	а, соответственно, есть возможность на полный проверить,
754680	758680	как она отрабатывает в данном случае.
758680	762680	И если мы с вами сейчас попытаемся произвести небольшой тест,
766680	769680	давайте мы запустим тест Performance,
769680	772680	и вот мы видим видеокарту.
772680	775680	В данном случае у меня как раз тоже используется
775680	779680	и встроенная видеокарта, и дискретная видеокарта.
779680	782680	И мы сейчас попробуем инициировать
782680	786680	веб-GPU проверку.
786680	789680	Результат вас удивит.
789680	793680	Возможно, мы абсолютно ничего не увидим.
793680	795680	Кто знает? Посмотрим сейчас.
795680	800680	Итак, нажимаем наш тест Run.
800680	804680	Посмотрите на график.
804680	808680	Вот я сейчас хочу показать, где у нас, вот оно, 3D.
808680	810680	Мы видим всплеск активности.
810680	813680	Давайте попробуем сейчас не 10 миллионов,
813680	815680	например, а 50 миллионов.
818680	821680	По-моему, у нас от такой нагрузки даже...
821680	824680	Да нет, validation failed.
824680	828680	У нас даже браузер не выдержал такой загрузки.
828680	830680	Давайте попробуем 20 миллионов.
834680	836680	Нет, к сожалению, даже, видите,
836680	839680	из-за огромного количества ресурсов даже падает браузер.
839680	847680	Но, по крайней мере, мы можем увидеть этот запрос веб-GPU на графике.
847680	850680	Почему я говорю, что мы можем увидеть, а можем не увидеть?
850680	854680	Дело в том, что здесь зависит от того количества элементов,
854680	857680	которые будут использоваться на веб-странице тестере.
857680	859680	Если мы, например, возьмем 100 тысяч.
859680	861680	Давайте посмотрим сейчас.
861680	865680	Результат у нас 221, 393, 958.
865680	867680	Ну, здесь у нас при 100 тысячах
867680	870680	результаты намного меньше.
870680	874680	И, как мы видим, на графике никаких изменений нет.
874680	877680	То есть, вот давайте еще раз проведем этот тест.
878680	881680	100 тысяч сэмплов всего-навсего.
881680	884680	Никаких особых всплесков у нас нет.
884680	886680	Давайте перейдем выше.
886680	888680	До 200 тысяч сэмплов.
890680	892680	Всплесков нет.
892680	894680	Может быть, 500 тысяч?
897680	899680	Никаких всплесков нет.
899680	901680	Миллион.
904680	905680	Никаких.
905680	907680	Два миллиона.
908680	911680	Два миллиона показали уже определенную активность.
911680	913680	И на это я хочу обратить ваше внимание.
913680	916680	Дело в том, что мы могли определить, например,
916680	919680	когда у нас использовался веб-GL тест.
919680	923680	Мы можем даже в теории определить, когда используется тест веб-GPU.
923680	926680	Но, к сожалению, это можно определить только,
926680	931680	если используется действительно большое количество сэмплов для рендеринга.
931680	933680	Как в нашем случае.
933680	938680	Вот до 2 миллионов мы даже не ощущали на нашей видеокарте каких-либо нагрузок.
938680	940680	А если мы будем использовать с вами, например,
940680	943680	видеокарту не такую старую, как использую я,
943680	946680	а будем использовать видеокарту последнего поколения,
946680	948680	как 4090, к примеру,
948680	951680	или 5090 уже серия, наверное, есть.
952680	955680	То там даже всплески на 10 миллионов,
955680	959680	они не будут заметны вообще никаким образом.
959680	964680	То есть график будет абсолютно ровный, без каких-либо колебаний.
964680	967680	Почему на это стоит обратить внимание?
967680	971680	Дело в том, что если вы хотите произвести анализ того,
971680	975680	что веб-ресурс использует технологию веб-GPU бенчмарка,
975680	978680	у вас есть два варианта, как это сделать.
978680	981680	Первый вариант – запустите маломощную видеокарту,
981680	984680	как в моем случае, например, вот встроенная видеокарта Radeon.
984680	987680	Запустите браузер с помощью данной видеокарты.
987680	990680	И тогда вы сможете уловить даже мельчайшие колебания,
990680	992680	которые есть на веб-ресурсе.
992680	995680	Ну и второй метод, он является намного сложнее.
996680	998680	Делаем вот таким вот образом.
999680	1001680	Правой кнопкой мышки – View Page Source.
1002680	1005680	Здесь на основной странице ищем, но не находим.
1005680	1006680	Navigator.
1007680	1008680	Ничего не нашли.
1008680	1010680	Поэтому переходим на Benchmark.js.
1012680	1013680	Navigator.
1014680	1018680	И видим опцию Navigator WebGPU.
1018680	1020680	Навигатор просто GPU.
1020680	1023680	Если мы видим данный флаг,
1023680	1028680	то это означает, что данный веб-ресурс использует технологию WebGPU.
1028680	1031680	Однако в некоторых случаях, конечно же,
1031680	1034680	мы можем столкнуться с обфускацией JavaScript-кода,
1034680	1036680	и это не будет заметно.
1036680	1038680	Поэтому самым лучшим вариантом,
1038680	1042680	если вы подозреваете, что веб-ресурс может использовать GPU-бенчмарк,
1042680	1045680	это использовать маломощную видеокарту
1045680	1048680	для того, чтобы уловить даже малейшие колебания,
1048680	1051680	которые могут от вас потребовать.
1051680	1054680	В моем случае, кстати, видеокарта Radeon
1054680	1057680	здесь поддерживает DirectX 12 версии,
1057680	1061680	так что она полностью поддерживает и технологию WebGPU.
1061680	1064680	И, соответственно, благодаря ее малой мощности,
1064680	1068680	всего-навсего в 512 мегабайт,
1068680	1071680	мы можем определить, когда эта память
1071680	1073680	будет заполнена полностью.
1073680	1074680	Спасибо за внимание.
1074680	1076680	С вами был VectorT13.
