start	end	text
605180	607180	в свойства своей сетевой карты, вы можете
607180	609180	много здесь интересного найти.
609180	611180	И, в частности, изменив данные
611180	613180	параметры, вы можете
613180	615180	изменить свой
615180	617180	якобы отпечаток.
617180	619180	Но, по факту, всего-навсего вы можете
619180	621180	изменить операционную систему.
621180	623180	Что же такое?
623180	625180	Почему нам этот проект
625180	627180	важен? Почему нам
627180	629180	важен и каким образом он
629180	631180	работает? Дело в том, что
631180	633180	данный проект, он не
633180	635180	является в рамках антифрод
635180	637180	систем самостоятельным.
637180	639180	Почему так происходит?
639180	641180	Определение операционной системы действительно
641180	643180	важно. Действительно важно,
643180	645180	потому что мы можем, например,
645180	647180	с помощью проекта Zardex определить,
647180	649180	когда используется OpenVPN.
649180	651180	Это важно? Это да, это действительно
651180	653180	важно. Потому что, если мы
653180	655180	в нашем
655180	657180	юзер-агенте сообщаем, что мы
657180	659180	используем операционную систему Windows,
659180	661180	а, например, благодаря
661180	663180	TCP IP,
663180	665180	будем его называть, ладно, отпечатку,
665180	667180	у нас операционная система
667180	669180	Linux, то, соответственно,
669180	671180	мы можем добавить очков
671180	673180	фродо и таким образом
675180	677180	не пропустить пользователя
677180	679180	сделать то или иное действие.
679180	681180	В частности, проект, который
681180	683180	называется
683180	685180	TreatMetrix от
685180	687180	компании LexisNexis,
687180	689180	использовал данный продукт
689180	691180	для того, чтобы
691180	693180	определять использование VPN.
693180	695180	И используют его успешно
695180	697180	до сих пор. Но, как я
697180	699180	и говорил, есть определенная
699180	701180	комбинация параметров.
701180	703180	Эта комбинация состоит из
703180	705180	стека протоколов. Если TCP
705180	707180	протокол, это всего-навсего один протокол.
707180	709180	И по факту, ну вот
709180	711180	он вам даст, вот ваш отпечаток,
711180	713180	можно сказать так. Но вариативность
713180	715180	его довольно маленькая.
715180	717180	Вот операционная система.
717180	719180	Все, на этом его полномочия
719180	721180	заканчивается. Вам не нужно смотреть
721180	723180	и заморачиваться, что значит вот этот
723180	725180	флажок или что значит, например, этот флаг.
725180	727180	Забудьте и не забивайте
727180	729180	себе голову, если вы не сетевик, вы все равно
729180	731180	этого не запомните.
731180	733180	Сетевой
733180	735180	отпечаток
735180	737180	имеет два стека на
737180	739180	текущий момент.
739180	741180	Первый стек называется
741180	743180	M1D.
743180	745180	M1D это комбинация
745180	747180	протокола TCP,
747180	749180	получения заголовков из TCP пакетов,
749180	751180	который является очень информативным,
751180	753180	с
753180	755180	протоколом UDP.
755180	757180	То есть используется TCP UDP
757180	759180	стек.
759180	761180	Общее его название
761180	763180	в системах антифрода
763180	765180	называется M1D отпечаток.
765180	767180	M1D отпечаток
767180	769180	является намного
769180	771180	более информативным.
771180	773180	Дело в том, что сам UDP протокол,
773180	775180	если бы у нас был чекер, сейчас
775180	777180	публичных чекеров ни одного
777180	779180	не существует.
779180	781180	По крайней мере, мне они не известны.
781180	783180	А если бы
783180	785180	сейчас перед нами был не TCP
785180	787180	чекер,
787180	789180	а, например, UDP чекер,
789180	791180	количество параметров там можно было бы
791180	793180	сократить всего-навсего до 8.
793180	795180	Но,
795180	797180	благодаря тому, что мы можем
797180	799180	комбинировать эти параметры вместе с
799180	801180	протоколом TCP,
801180	803180	мы получаем отличную
803180	805180	вариативность данных,
805180	807180	которая приводит нас к
807180	809180	идентификации, первое,
809180	811180	к идентификации пользователя,
811180	813180	второе, к идентификации бота,
813180	815180	третье, к идентификации
815180	817180	сокса, четвертое,
817180	819180	к идентификации OpenVPN,
819180	821180	четвертое, к идентификации
821180	823180	WireGuard,
823180	825180	шестое, L2TP,
825180	827180	седьмое, PP2P и так далее.
827180	829180	Именно за счет стека
829180	831180	TCP и UDP
831180	833180	протокола, то есть
833180	835180	стека M1D, есть возможность
835180	837180	определить, когда пользователь использует
837180	839180	OpenVPN
839180	841180	соединение и когда он использует
841180	843180	прокси, то есть, например, тот же самый
843180	845180	SOCKS. Это очень важно
845180	847180	и антифрод-системы на текущий момент
847180	849180	начинают
849180	851180	использовать данный проект.
851180	853180	Если мы посмотрим,
853180	855180	например, год назад,
855180	857180	то фактически ThreatMetrix
857180	859180	являлся, скажем так,
859180	861180	пионером
861180	863180	в этом деле, потому что
863180	865180	они первые начали использовать
865180	867180	систему идентификации.
867180	869180	Ну, точнее нужно сказать,
869180	871180	первые публично, есть
871180	873180	неофициальные данные, что также это
873180	875180	использовал Google.
875180	877180	Но, к сожалению, если
877180	879180	к продукту ThreatMetrix
879180	881180	доступ есть и мы можем посмотреть, что
881180	883180	находится внутри, то что находится внутри Google
883180	885180	мы посмотреть практически
885180	887180	не можем. И есть
887180	889180	еще. Если этот
889180	891180	проект позволяет идентифицировать
891180	893180	использование прокси, то есть
893180	895180	еще один проект, который
895180	897180	позволяет сделать это с невероятной
897180	899180	точностью.
899180	901180	Если вам будет интересно,
901180	903180	я оставлю здесь
903180	905180	ссылку на исследование
905180	907180	из Корнеллского университета США
907180	909180	и, в частности, вы
909180	911180	можете ознакомиться с
911180	913180	другими исследованиями
913180	915180	от данных авторов.
915180	917180	Мы можем нажать здесь кнопку View PDF
917180	919180	и мы переходим
919180	921180	к анализу
921180	923180	Квик протокола.
923180	925180	Самый
925180	927180	на текущий момент важный
927180	929180	стек, который есть, который
929180	931180	включает в себя TCP протокол,
931180	933180	UDP протокол
933180	935180	и, как вы догадались, все
935180	937180	вариации протокола Квик.
937180	939180	Квик не имеет одной вариации,
939180	941180	у него есть несколько различных вариаций,
941180	943180	несколько ответвлений, скажем так.
943180	945180	И стек M1D1
945180	947180	позволяет идентифицировать
947180	949180	пользователя
949180	951180	с вероятностью
951180	953180	95%.
955180	957180	Именно я имею в виду сейчас
957180	959180	идентификацию, то есть не то,
959180	961180	что вы, например,
961180	963180	не только определение использования VPN,
963180	965180	прокси и так далее,
965180	967180	а именно идентификацию пользователя
967180	969180	в качестве отпечатка.
969180	971180	Если, например,
971180	973180	M1D, стек протокола
973180	975180	TCP, UDP обеспечивает
975180	977180	лишь 60% эффективности,
977180	979180	60%
979180	981180	точности, то
981180	983180	стек M1D1, когда
983180	985180	используется TCP протокол, UDP протокол
985180	987180	и Квик протокол, обеспечивает
987180	989180	уже более 95%
989180	991180	и более процентов,
991180	993180	плюс-минус пол процента,
993180	995180	если не ошибаюсь, чуть более
995180	997180	95% идентификации
997180	999180	пользователей. И здесь
999180	1001180	кстати, по этому поводу уже мы
1001180	1003180	100% знаем, что компания
1003180	1005180	всем известная Google
1005180	1007180	использует данный протокол,
1007180	1009180	данный стек в своей
1009180	1011180	экосистеме. Как
1011180	1013180	можно это определить
1013180	1015180	и какие еще данные можно
1015180	1017180	подсмотреть под нашему
1017180	1019180	веб-ресурсу? На самом
1019180	1021180	деле, любой анализ
1021180	1023180	веб-ресурса в первую очередь
1023180	1025180	начинается с анализа
1025180	1027180	его сетевой активности.
1027180	1029180	Сделать это, в частности
1029180	1031180	очень просто. Нам не потребуются
1031180	1033180	для этого сейчас никакие другие инструменты,
1033180	1035180	кроме нашего браузера.
1035180	1037180	В нашем браузере
1037180	1039180	есть вкладка,
1039180	1041180	которая называется
1041180	1043180	NetExport.
1043180	1045180	Благодаря вкладке NetExport
1045180	1047180	мы можем полностью
1047180	1049180	запечатать лог сетевой
1049180	1051180	активности. И в частности
1051180	1053180	вот смотрите,
1053180	1055180	при
1055180	1057180	использовании данного
1057180	1059180	данного
1059180	1061180	штатного инструмента Chrome,
1061180	1063180	все, что нам нужно сделать, нам
1063180	1065180	необходимо выбрать вот этот
1065180	1067180	параметр include raw bytes,
1067180	1069180	то есть полностью видеть
1069180	1071180	сырым трафик наш
1071180	1073180	и выставить лог, например,
1073180	1075180	в размере 20 мегабайт.
1075180	1077180	Всего-навсего. После чего
1077180	1079180	все, что от нас требуется, нажать на кнопку
1079180	1081180	start logging to disk.
1081180	1083180	Затем, после того, как вы это
1083180	1085180	сделали, вам необходимо посетить
1085180	1087180	целевой веб-ресурс.
1087180	1089180	То есть, будь то, например, платежная система,
1089180	1091180	банковский ресурс, либо еще какой-то.
1091180	1093180	Выполнив там определенное
1093180	1095180	действие, совершать это все
1095180	1097180	нужно как можно быстрее.
1097180	1099180	Выполнив там определенное действие,
1099180	1101180	вам необходимо остановить лог
1101180	1103180	и затем
1103180	1105180	этот лог необходимо проанализировать.
1105180	1107180	Конечно же, можно
1107180	1109180	из лога извлечь
1109180	1111180	огромное количество информации,
1111180	1113180	но я вам сейчас покажу
1113180	1115180	и не буду оперировать какими-то
1115180	1117180	заумными терминами, буду называть
1117180	1119180	все по-простому. Я вам покажу сейчас
1119180	1121180	что нужно просто обратить внимание.
1121180	1123180	Итак, для того, чтобы расшифровать
1123180	1125180	лог, нам необходим вот такой
1125180	1127180	веб-ресурс. Вы можете увидеть его
1127180	1129180	вверху
1129180	1131180	данного видео.
1131180	1133180	Netlog Viewer.
1133180	1135180	Нам необходимо перейти
1135180	1137180	на вкладку import и загрузить
1137180	1139180	сюда наш лог.
1139180	1141180	После чего у нас появляются
1141180	1143180	восхитительные
1143180	1145180	возможности.
1145180	1147180	Первая восхитительная возможность
1147180	1149180	является определением использования
1149180	1151180	UDP и
1151180	1153180	Qwik протокола
1153180	1155180	веб-ресурсом. Второе
1155180	1157180	это использование, например,
1157180	1159180	проверки DNS.
1159180	1161180	Третье использование
1161180	1163180	веб-сокета. Четвертое это использование
1163180	1165180	кэша и так далее.
1165180	1167180	Вариантов есть масса. Мы, кстати, можем
1167180	1169180	даже определить использование
1169180	1171180	кросс-браузер фингерпринта.
1171180	1173180	Довольно редкий зверь в текущее
1173180	1175180	время, но тем не менее некоторые ресурсы
1175180	1177180	этим балуются. И, соответственно,
1177180	1179180	можно
1179180	1181180	благодаря этому,
1181180	1183180	этой технологии, можно
1183180	1185180	из браузера Chrome,
1185180	1187180	например, идентифицировать пользователя
1187180	1189180	в браузере Edge на одном и том же компьютере.
1189180	1191180	Но об этом не сейчас.
1191180	1193180	Что нам необходимо сделать?
1193180	1195180	Мы переходим на вкладку Qwik.
1195180	1197180	Вот наша вкладка Qwik.
1197180	1199180	Отдельная.
1199180	1201180	И то, что нам нужно посмотреть,
1201180	1203180	нам нужно посмотреть на какой-нибудь
1203180	1205180	веб-ресурс, который мы анализируем.
1205180	1207180	Ну вот, в частности, например,
1207180	1209180	я выберу YouTube.
1209180	1211180	Вот у меня YouTube.
1211180	1213180	А у YouTube была инициирована
1213180	1215180	такая сессия.
1215180	1217180	Нажимаем на нее. И у нас
1217180	1219180	сейчас перед нами полная расшифровка
1219180	1221180	Qwik протокола, а именно
1221180	1223180	общение с веб-ресурсом
1223180	1225180	YouTube. Почему для нас
1225180	1227180	это важно? Дело в том,
1227180	1229180	что благодаря использованию
1229180	1231180	вот этого простейшего инструмента
1231180	1233180	вы можете определить,
1233180	1235180	когда используются
1235180	1237180	антифрод-системы.
1237180	1239180	В частности, когда
1239180	1241180	вы переходите на веб-ресурс,
1241180	1243180	пусть это будет даже YouTube,
1243180	1245180	вы, например, не знаете,
1245180	1247180	какая там антифрод-система используется.
1247180	1249180	И не знаете, если мы
1249180	1251180	приводили пример, Trade Matrix
1251180	1253180	используется там или не используется.
1253180	1255180	То благодаря тому, что вы перейдете
1255180	1257180	на YouTube
1257180	1259180	и затем проанализируете трафик,
1259180	1261180	вы сможете в логах
1261180	1263180	отследить
1263180	1265180	коннект к
1265180	1267180	веб-ресурсам
1267180	1269180	Trade Matrix.
1269180	1271180	И, соответственно, можете отследить
1271180	1273180	использование, например, того же
1273180	1275180	самого Quick Protocol из стека
1275180	1277180	M1D1.
1277180	1279180	Как я и говорил ранее, я не буду
1279180	1281180	сейчас уделять этому большое
1281180	1283180	внимание, поскольку
1283180	1285180	здесь огромное количество параметров,
1285180	1287180	которые участвуют в нашей работе,
1287180	1289180	в нашем
1289180	1291180	общении с веб-ресурсом,
1291180	1293180	и они составляют
1293180	1295180	великолепнейшую энтропию,
1295180	1297180	просто прекрасную.
1297180	1299180	Благодаря
1299180	1301180	этим довольно четким данным,
1301180	1303180	которые можно получить с помощью Quick Protocol
1303180	1305180	и комбинации с другими протоколами
1305180	1307180	TCP и UDP, есть возможность
1307180	1309180	идентифицировать пользователя
1309180	1311180	с вероятностью 95%.
1311180	1313180	Ну, а если мы говорим
1313180	1315180	о, например, экосистеме
1315180	1317180	Google, то здесь у нас
1317180	1319180	есть, давайте найдем сейчас,
1319180	1321180	где у нас
1321180	1323180	довольно важные параметры.
1323180	1325180	Вот посмотрите, сколько различной здесь
1325180	1327180	интересной информации.
1327180	1329180	Если хотите, можете, кстати,
1329180	1331180	скормить чату GPT
1331180	1333180	данную информацию, и он будет
1333180	1335180	вам очень благодарен.
1335180	1337180	В частности, у нас есть
1337180	1339180	вот такой вот
1339180	1341180	блок
1345180	1347180	В данном случае у веб-ресурса
1347180	1349180	благодаря использованию Quick Protocol
1349180	1351180	есть даже возможность определить
1351180	1353180	использование какого юзер-агента,
1353180	1355180	какой юзер-агент
1355180	1357180	используется пользователем.
1357180	1359180	Ну, а в рамках экосистемы
1359180	1361180	Google, например, есть возможность
1361180	1363180	определить, конечно же, наши
1363180	1365180	два любимых параметра
1365180	1367180	xBrowserValidation и xClientData.
1367180	1369180	На всякий случай,
1369180	1371180	если кто-нибудь не смотрел мои
1371180	1373180	предыдущие вебинары,
1373180	1375180	рассказываю. Параметр
1375180	1377180	xBrowserValidation показывает
1377180	1379180	экосистеме Google
1379180	1381180	является ли наш браузер валидным,
1381180	1383180	то есть, когда он был установлен,
1383180	1385180	как он был скачан,
1385180	1387180	с какого IP-адреса он был скачан
1387180	1389180	и так далее. То есть максимум
1389180	1391180	информации, которая зашивается
1391180	1393180	автоматически при загрузке
1393180	1395180	браузера с
1395180	1397180	веб-страницы Google.
1397180	1399180	Если хотите это проверить, можете
1399180	1401180	загрузить браузер
1401180	1403180	с обычного режима,
1403180	1405180	браузер Google Chrome, я имею в виду,
1405180	1407180	и затем создать, например, новую сессию
1407180	1409180	либо же использовать режим инкогнито
1409180	1411180	и загрузить этот
1411180	1413180	инсталляционный файл еще раз.
1413180	1415180	И при проверке MD5 хэша вы увидите,
1415180	1417180	что они отличаются. Но об этом мы говорили
1417180	1419180	уже давным-давно.
1419180	1421180	Таким образом,
1421180	1423180	Google всегда знает,
1423180	1425180	что происходит в его ботнете.
1425180	1427180	А по факту это чисто технологии
1427180	1429180	ботнета и никакие другие.
1429180	1431180	Ну а xClientData
1431180	1433180	позволяет идентифицировать якобы
1433180	1435180	экспериментальные возможности,
1435180	1437180	на самом деле просто более четкий
1437180	1439180	идентификатор, который позволяет
1439180	1441180	определить,
1441180	1443180	идентифицировать пользователя
1443180	1445180	в сети, экосистеме Google.
1445180	1447180	Ну, об этом
1447180	1449180	будем уже разговаривать,
1449180	1451180	когда будем разбирать антифрод-систему Google.
1451180	1453180	Пока просто
1453180	1455180	данные параметры. Смотрим на них
1455180	1457180	и запоминаем,
1457180	1459180	что такая возможность есть.
1459180	1461180	Если вы скормите данный
1461180	1463180	лог чату GPT,
1463180	1465180	вы можете увидеть множество интересной
1465180	1467180	информации о себе
1467180	1469180	и своем компьютере.
1469180	1471180	Если хотите посмотреть, что такое
1471180	1473180	протокол UDP, где он у нас,
1473180	1475180	убираем фильтр, и вот мы видим
1475180	1477180	например UDP-соединение.
1477180	1479180	Вот наше UDP-соединение
1479180	1481180	и оно
1481180	1483180	отличается по своей структуре,
1483180	1485180	но
1485180	1487180	тем не менее,
1487180	1489180	давайте UDP-сокет,
1489180	1491180	UDP-сокет у нас здесь.
1491180	1493180	Что-нибудь бы
1493180	1495180	показать более
1495180	1497180	красивое, ну ладно,
1497180	1499180	можем остаться в принципе
1499180	1501180	на этом.
1501180	1503180	Просто запоминайте и
1503180	1505180	в суть вникать, как это
1505180	1507180	пользуется, вам не важно.
1507180	1509180	Что же со всей этой информацией делать?
1509180	1511180	Потому что я вот вам сейчас много всего
1511180	1513180	рассказал, мы знаем,
1513180	1515180	что оно существует, но надо
1515180	1517180	каким-то образом этому
1517180	1519180	противоборствовать, потому что наша задача
1519180	1521180	в первую очередь
1521180	1523180	работать с антифрауд-системами и обходить их.
1523180	1525180	То есть мы поняли, как это работает
1525180	1527180	в теории, как это работает на практике
1527180	1529180	теперь. И сейчас
1529180	1531180	самая важная информация
1531180	1533180	из данного урока.
1533180	1535180	Дело в том, что пользователи
1535180	1537180	не понимают, как
1537180	1539180	изменить параметры данных протоколов
1539180	1541180	и каким образом
1541180	1543180	есть возможность
1543180	1545180	ими манипулировать.
1545180	1547180	Рассказываю и показываю наглядно.
1547180	1549180	Итак, прошу обратить
1549180	1551180	внимание на данную схему.
1553180	1555180	Это схема фактически
1555180	1557180	классического подключения
1557180	1559180	к интересующему нас
1559180	1561180	веб-ресурсу. Итак,
1561180	1563180	вот у нас есть наш пользователь,
1563180	1565180	наш юзер. И этот
1565180	1567180	юзер
1567180	1569180	посещает
1569180	1571180	необходимый ему веб-ресурс.
1571180	1573180	Как мы понимаем, что если мы
1573180	1575180	не будем использовать никакие средства
1575180	1577180	проксификации, то все наши
1577180	1579180	данные, то есть наши данные
1579180	1581180	заголовков TCP пакетов,
1581180	1583180	UDP пакетов и QUIC
1583180	1585180	будут беспрепятственно переданы
1585180	1587180	на интересующий нас веб-ресурс.
1587180	1589180	Но реальность
1589180	1591180	немного другая. Какие
1591180	1593180	у нас есть виды прокси?
1593180	1595180	Ну, под прокси мы подразумеваем
1595180	1597180	тоже еще и VPN. Какие у нас есть
1597180	1599180	виды промежуточных сетевых ресурсов,
1599180	1601180	которые позволяют изменить наш IP-адрес?
1601180	1603180	У нас есть VPN
1603180	1605180	и у нас
1605180	1607180	есть SOCKS5.
1607180	1609180	Два самых популярных метода
1609180	1611180	изменения IP-адреса.
1611180	1613180	И что же будет происходить, когда
1613180	1615180	мы будем посещать интересующий нас
1615180	1617180	веб-ресурс? Дело в том,
1617180	1619180	что когда вы будете использовать
1619180	1621180	технологию VPN, например
1621180	1623180	стандартный OpenVPN,
1623180	1625180	то веб-ресурс
1625180	1627180	будет видеть, всегда будет видеть
1627180	1629180	ваши реальные данные.
1629180	1631180	То есть данные, которые
1631180	1633180	переданы с вашего родного компьютера.
