start	end	text
1165760	1178880	С помощью RADMIN и работать дальше с помощью RADMIN, либо же вы можете подключиться к серверу через RADMIN, запустить браузер, а затем переподключиться через режим RDP.
1178880	1186680	И после этого у вас будет полностью аппаратное ускорение активно в браузере, в необходимом вам браузере.
1186680	1193080	Второе, что не может данный тест определить, это EFI спуферы.
1193080	1195760	EFI спуферы практически никому не известны.
1195760	1203280	Потому что это более профессиональная тема, и она направлена, в первую очередь, на анонимность.
1203280	1212280	EFI спуфер, как уже понятно из названия, это специальный EFI патч, точнее кастомная EFI прошивка,
1212280	1221280	которая позволяет видоизменить идентификаторы компьютера до их инициализации в конфигурационном пространстве PCI.
1221280	1223280	Что это означает?
1223280	1225280	Это означает, что вы можете...
1225280	1234280	Например, имея ноутбук с видеокартой NVIDIA, для примера, или пусть это будет стационарный компьютер с видеокартой NVIDIA, как у меня,
1234280	1240280	вы можете эмулировать плюс-минус 20 семейств.
1240280	1242280	Что это означает?
1242280	1251280	Это означает, что вы можете изменять в EFI спуфере вашу видеокарту каждый раз, когда грузится ваш компьютер.
1251280	1253280	И при этом драйвера на эту видеокарту будут неизвестны.
1253280	1255280	И при этом драйвера на эту видеокарту будут неизвестны.
1255280	1257280	И при этом драйвар на эту видеокарту будут неизвестны.
1257280	1259280	И при этом драйвер на эту видеокарту будут неизвестны.
1259280	1261280	И при этом драйвар на эту видеокарту будут неизвестны.
1261280	1265880	Потому что в том что3000 процентов будут соответствовать
1265880	1268520	тому функционалу который унаследован
1268520	1271280	от родительской видеокарты.
1271280	1274540	я изinken
1274540	1278240	анонимности поскольку они не совсем
1278240	1280820	пригодные к использованию в качестве антит года говорит о свои громоздкости
1280820	1282620	пригодные к использованию в качестве антит года говорит о своей громоздкости
1282620	1285040	но в частности он种 north wykor
1285280	1292760	Можно отдать должное, что EFI спуферы хорошо работают при налаженных системах автоматизации.
1293060	1299640	То есть тогда, когда, например, имеется определенная ферма из 50 или 100 устройств,
1299640	1306640	и установка операционных систем и изменение всех данных в EFI спуферах происходит удаленно.
1307640	1310260	Это удобно, тогда действительно работать можно.
1310260	1318260	Но сами можете подумать, сколько это будет стоить, если, например, нужно построить ферму из 100 устройств,
1318980	1324680	пусть каждое устройство обойдется в 1000 долларов, то есть это 100 тысяч долларов только на развертывание такой фермы.
1324960	1330920	И намного дешевле купить тот же самый антидетект от Vector T13, про который я говорил ранее, что он не работает.
1331580	1333260	В частности этого теста.
1333420	1334060	Но идем дальше.
1335180	1337220	Антидетект браузеры с GPU-туннелем.
1337840	1340220	Я встречал некоторые вопросы.
1340260	1343380	Какие антидетект браузеры, которые используют GPU-туннель?
1343740	1344600	Что это означает?
1344940	1351060	Это означает, что они используют не программное ускорение графики, как мы с вами в начале данного урока увидели,
1351200	1353720	а используют аппаратное ускорение графики.
1353720	1358200	То есть где действительно ваша реальная видеокарта принимает участие в вашей работе.
1358220	1364160	Но, к сожалению, антидетект браузеров сейчас более 200 штук, и их количество растет с каждым днем.
1364780	1369940	Какие конкретно браузеры сейчас позволяют использовать GPU-туннель, мы не знаем.
1370260	1376980	Но это легко проверить, вы можете просто свой антидетект браузер запустить с помощью этого теста.
1376980	1391480	Точнее тест запустить внутри вашего антидетект браузера, и при низком количестве FPS вы сразу поймете, что перед вами фейковый браузер с фейковой видеокартой, и работать с него, ну, это идиотизм.
1392300	1393380	И четвертый момент.
1394280	1397640	Это антидетект виртуальной машины с GPU-бустом.
1398940	1399740	GPU-буст.
1399740	1410640	Это технология, которая позволяет ускорить воспроизведение графики на маломощных машинах путем небольшой, скажем так, интерполяции.
1411380	1418060	Данная система реализована на текущий момент только в одном антидетекте на базе виртуальных машин.
1418160	1421880	Это в антидетекте номер 5 в персональных версиях от Vector T13.
1422740	1425420	В других антидетектах она не работает.
1425420	1429420	Я имею ввиду антидетекты 2024 года.
1429740	1431000	И старше.
1431600	1436300	Ну, а про какие-нибудь патчи для VMware, конечно же, говорить и того не стоит.
1437620	1441460	Итак, на этом мы можем подвести небольшую черту.
1442800	1447420	Данный простейший тест является невероятно мощным.
1448120	1459580	И в том случае, когда вы о нем знаете, он позволит вам ответить на вопрос, почему у вас, например, низкая проходимость в одной определенной платежной системе.
1459740	1461260	Либо в определенном банке.
1461860	1467700	Невероятно простая технология, в то же время практически никто побороть ее не смог.
1467700	1482200	Потому что, к сожалению, даже если мы на наш Hyundai приклеим эмблему от Ferrari, может быть он и будет выглядеть как Ferrari.
1483120	1485480	Но ездить как Ferrari он никогда не будет.
1486080	1488720	Спасибо за внимание. С вами был Vector T13.
