start	end	text
309400	313000	И это, можно сказать, отпечаток,
313440	315960	который формируется самим браузером.
317040	320040	И практически, повторюсь, практически
320040	324360	не имеет отношения к ПК-пользователю.
324360	328760	Но все-таки определенная зависимость от ПК-пользователя
329120	330120	есть.
330120	333120	А именно, вот в этих двух отпечатках.
333120	337120	Про вот этот и его аналог выше, вы можете забыть,
337120	340120	они абсолютно бесполезны в нашем с вами деле.
340120	342120	Но вот эти отпечатки,
342120	344120	они хранят в себе намного больше секретов,
344120	346120	чем вы можете себе представить.
346120	349120	Дело в том, что данные отпечатки
349120	352120	являются отпечатками процессора.
353120	355120	Именно процессора.
355120	357120	Поскольку они зависят
357120	358120	от
358120	365120	от скорости выполнения инструкций на вашем CPU.
366120	369120	Вы когда-нибудь думали, что есть отпечаток процессора?
369120	371120	Вот я вам его показываю.
371120	373120	Конечно, сейчас некоторые люди могут возразить
373120	376120	Вектор, ты говоришь полную чушь,
376120	379120	потому что эти отпечатки можно изменить, например,
379120	383120	путем изменения констант обработки аудио.
383120	386120	И вы будете правы. Что я имею в виду?
386120	388120	Например, у меня сейчас
388120	391120	частота дискретизации 48000 Гц.
391120	394120	Эта частота дискретизации выставлена
394120	398120	в настройках звуковой карты на моем компьютере.
399120	401120	Можно выставить другую частоту,
401120	403120	можно выставить, например,
403120	405120	192000 Гц,
405120	407120	44100 Гц и так далее.
407120	409120	Можно, в принципе, играться.
409120	412120	Но на всех современных компьютерах,
412120	415120	если мы берем семейство Windows,
415120	418120	будет использоваться либо частота 48000 Гц,
418120	421120	либо 44100 Гц.
421120	425120	Другие частоты, они практически не используются.
425120	428120	То есть шансы того, что они используются,
428120	431120	0,0001.
431120	433120	Да и если бы они использовались,
433120	436120	таких частот существует всего-навсего,
436120	438120	я имею в виду не интерполированных,
438120	441120	всего-навсего 8 штук.
441120	443120	При изменении этой частоты,
443120	445120	при изменении частоты дискретизации,
445120	447120	вы действительно можете получить
447120	449120	другой отпечаток.
449120	451120	Почему так происходит?
451120	453120	А потому что инструкция, которая будет
453120	457120	выполнять вычисление данного отпечатка
457120	459120	внутри вашего браузера,
459120	461120	будет выполнять его с другими
461120	463120	исходными данными.
463120	465120	То есть, иными словами,
465120	467120	с другой частотой дискретизации.
467120	469120	Именно это является причиной того,
469120	471120	что ваш отпечаток будет изменен.
471120	473120	Но по факту,
473120	476120	это не играет абсолютно никакой роли.
477120	480120	Дело в том, что количество данных отпечатков
480120	483120	на вашем ПК и на всех ПК,
483120	485120	которые существуют, оно ограничено.
485120	489120	Иными словами, вы можете на своем компьютере,
489120	491120	на своем физическом компьютере,
491120	495120	можете сделать 2 разных отпечатка популярных
495120	498120	и 8 отпечатков непопулярных.
498120	501120	Точнее 6, прошу прощения.
501120	503120	Что же делать дальше?
503120	505120	С помощью вот этой технологии
505120	507120	Audio Context можно, например, получить
507120	510120	количество колонок,
510120	512120	то есть устройств вывода.
512120	515120	Можно здесь сделать одно устройство вывода,
515120	518120	два, четыре, семь.
518120	520120	Ну, это не имеет разницы.
520120	522120	И абсолютно никаким образом
522120	525120	не играет на формировании данного отпечатка.
525120	528120	Можно изменить, например, битрейт.
528120	530120	Его здесь, кстати, даже нету
530120	532120	на данном чекере еще.
532120	534120	Изменение битрейта воспроизведения
535120	537120	точно также никаким образом
537120	540120	не влияет на сам отпечаток.
540120	542120	Но это мы сейчас поговорили с вами
542120	544120	только лишь о отпечатках
544120	546120	и их вариативности.
546120	548120	Как вы думаете,
548120	550120	есть ли смысл
550120	553120	изменять данный отпечаток,
553120	556120	если его выполнение,
556120	559120	фактически формирование и выполнение
559120	561120	на всех современных ПК
561120	563120	будет плюс-минус одинаковое?
563120	564120	То есть да, конечно,
564120	566120	если вы возьмете, например,
566120	571120	сейчас какой-нибудь 64-ядерный процессор
571120	574120	современный и затем сравните его
574120	576120	с двухядерным старым Intel,
576120	580120	ну, здесь, очевидно, разница будет.
580120	582120	Но если мы берем, например,
582120	584120	то же самое более унифицированное
584120	587120	семейство Intel, например, i7,
587120	591120	отпечаток везде плюс-минус будет одинаковый.
591120	593120	За исключением усеченных моделей.
593120	595120	Точно так же в пятом семействе,
595120	598120	точно так же в семействе Ryzen, например,
598120	599120	и так далее.
599120	601120	Можно приводить различного рода примеры.
601120	603120	Тогда, когда он появился,
603120	608120	в 2013 году он впервые был создан,
608120	611120	замечен он был в 2015 году как рабочий.
611120	614120	Он использовался действительно
614120	617120	для определения ботов.
617120	620120	Но каким образом он использовался?
620120	622120	А я вам сейчас покажу.
623120	626120	Точно так же, как использовался
626120	628120	отпечаток WebGL,
628120	631120	точно так же использовался и отпечаток аудио.
631120	633120	Дело в том, что,
633120	637120	выполняя процедуру получения данного отпечатка
637120	641120	и выполняя процедуру получения производительности,
641120	643120	которую вы видите сейчас на своих экранах,
643120	646120	есть возможность определения, опять же,
646120	648120	использования ботов.
648120	651120	Насрать всем на то, какой у вас отпечаток.
651120	655120	Можете его менять хоть 10 000 раз.
655120	659120	В этом никакого эффекта вы не добьетесь.
659120	661120	А вот производительность его,
661120	664120	вот это уже совершенно другой и интересный момент.
664120	667120	Но если в случае с WebGL
667120	669120	количество кадров оно падало,
669120	672120	то есть значение уменьшалось этого показателя,
672120	675120	то в разрезе аудио отпечатка
675120	677120	оно будет увеличиваться.
677120	680120	Ведь поскольку, если ваш процессор,
681120	684120	не является быстрым,
684120	688120	либо же используется какая-либо виртуальная машина,
688120	693120	то время на выполнение данного запроса
693120	696120	и получение данного бенчмарка
696120	701120	будет составлять примерно 45-50 миллисекунд.
701120	704120	А соответственно, с помощью данной,
704120	706120	опять же, элементарной технологии,
706120	709120	такой же элементарной, как WebGL,
709120	712120	в 2015 году
712120	715120	Google не пытался идентифицировать пользователей.
715120	718120	Он пытался отделить ботов
718120	720120	от реальных пользователей.
720120	724120	И в частности, данная технология, что интересно,
724120	728120	являлась, скажем так, фундаментом
728120	732120	для появления таких сервисов, как reCAPTCHA.
732120	736120	Поскольку она действительно отличнейшим образом
736120	738120	позволяла определить ботов.
738120	741120	Ведь, давайте возьмем нашу табличку сравнения.
741120	747120	Технология получения аудио-бенчмарка
747120	749120	позволяет определить использование VPS.
749120	752120	Как мы понимаем, на VPS используются
752120	757120	не физические ядра, скажем так,
757120	759120	а в основном это sharing ядер.
759120	761120	Либо же, если мы вдруг найдем сервис,
761120	763120	на котором будут действительно использоваться
763120	765120	реальные ядра процессора,
765120	767120	за счет того, что инструкции будут выполнять,
767120	769120	не напрямую на процессоре,
769120	772120	а будут выполняться в эмуляции,
772120	775120	то значение аудио будет повышено
775120	778120	до 45-50 миллисекунд за выполнение.
778120	782120	В отличие от 1,5 или 2,5 секунд,
782120	785120	которые будут затрачены на выполнение
785120	788120	данной инструкции на реальном ПК.
788120	792120	Также, с помощью данной технологии аудио-бенчмарка
792120	794120	есть возможность вычислить
794120	796120	использование виртуальных машин.
796120	799120	Виртуалбокс, ВМВР, Проксмокс,
799120	801120	Квему и всех остальных.
801120	803120	Почему так происходит?
803120	805120	Дело в том, что, опять же,
805120	807120	данная инструкция будет сначала
807120	810120	выполнена внутри виртуального компьютера,
810120	813120	и только затем будет передана
813120	815120	на выполнение на реальный ПК.
815120	819120	И за счет вот этой разницы в передаче данных
819120	823120	будет сформировано довольно долгое время
823120	825120	отклика и долгое время выполнения.
825120	827120	Что будет свидетельствовать о том,
827120	829120	что перед нами используется либо ВПС,
829120	831120	либо виртуальная машина,
831120	833120	что по факту есть одно и то же.
833120	836120	Соответственно, пункт номер три.
836120	838120	Использование антидетект браузеров
838120	843120	внутри ВПС является абсолютно глупым занятием.
843120	845120	Потому что, даже если вы не будете
845120	847120	включать подмену отпечатка аудио,
847120	850120	что есть правильное действие,
850120	852120	но вы будете все равно запускаться на ВПС,
852120	854120	у вас будут видеть виртуальную машину.
855120	858120	Это факт.
858120	860120	И с ним не поспоришь.
860120	862120	Далее.
862120	866120	Удаленный сервер плюс антидетект браузер.
866120	868120	У меня он дублирован здесь.
868120	873120	Как в хорошем пункте, так же и в плохом.
873120	875120	Теперь давайте включим немного логику.
875120	878120	Почему же использование удаленного сервера
878120	881120	и антидетект браузера может вызывать
881120	883120	какого-либо рода проблемы.
883120	885120	Дело в том, что
885120	889120	по умолчанию при использовании удаленных серверов
889120	891120	конечно же у нас есть возможность
891120	895120	использовать ресурсы процессора напрямую.
895120	898120	Это нормально, это хорошо.
898120	901120	Но здесь есть одна очень важная деталь.
901120	903120	Эта деталь заключается в том,
903120	906120	что если вы запускаете,
906120	910120	а точнее используете данную технологию
910120	913120	на серверном оборудовании,
913120	917120	время отклика у вас будет нечто среднее
917120	922120	между реальным компьютером и виртуальной машиной.
922120	924120	По какой причине?
924120	927120	Дело в том, что на скорость выполнения данной операции
927120	930120	влияет частота процессора.
930120	932120	И в большинстве случаев,
932120	935120	когда пользователи арендуют удаленные сервера,
935120	937120	они обращают внимание почему-то
937120	939120	только лишь на количество ядер,
939120	941120	но не на тактовую частоту процессора.
941120	944120	А соответственно, если вы будете выполнять данный тест
944120	948120	на удаленном сервере с низкой тактовой частотой,
948120	950120	например 2 ГГц,
950120	952120	какой-нибудь старый Intel Xeon,
952120	955120	то к сожалению антибот-система
955120	958120	увидит, что используется серверное оборудование.
958120	959120	Почему?
959120	961120	Потому что вот этот вот бенчмарк
961120	963120	он не будет соответствовать
963120	965120	ни реальному компьютеру,
965120	967120	ни ВПС,
967120	969120	а будет соответствовать
969120	971120	четко именно
971120	972120	удаленным серверам.
972120	974120	Конечно же, здесь можно сделать поправку,
974120	977120	что такого бенчмарка можно добиться
977120	980120	и при использовании очень старого оборудования.
980120	982120	И да, действительно так и есть,
982120	984120	но скажем так,
984120	986120	в антибот-системах нет
986120	988120	практически параметров,
988120	990120	которые являлись бы абсолютными.
990120	992120	То есть, иными словами,
992120	994120	все складывается, общая картина
994120	996120	и мнение пользователей складывается
996120	998120	из различных параметров,
998120	1000120	из различных идентификаторов,
1000120	1002120	каждый из которых имеет свой собственный вес.
1002120	1004120	И поэтому,
1004120	1006120	если есть возможность этого избежать,
1006120	1008120	то лучше избежать.
1008120	1010120	Но если вы будете использовать антидетект браузеры
1010120	1012120	на
1012120	1014120	низких
1014120	1017120	на серверах с низкой тактовой частотой,
1017120	1019120	вас смогут определить.
1019120	1021120	Ну и конечно же,
1021120	1023120	антидетект от Vector T13
1023120	1025120	в версии до V
1025120	1027120	есть возможность определить использование виртуальной машины,
1027120	1029120	поскольку точно так же
1029120	1032120	будет долгое время отклика процессора.
1032120	1034120	Какие системы нельзя определить
1034120	1036120	с помощью данного отпечатка,
1036120	1038120	данного бенчмарка?
1038120	1041120	Нельзя определить EFI спуферы,
1041120	1043120	что это такое, я не буду сейчас рассказывать,
1043120	1046120	в прошлом уроке, где был пример с WebGL,
1046120	1048120	мы об этом конкретно поговорили.
1048120	1050120	Дальше.
1050120	1052120	Нельзя будет использовать данный бенчмарк
1052120	1054120	для определения удаленного сервера,
1054120	1056120	но только лишь,
1056120	1058120	если этот сервер с высокой тактовой частотой.
1059120	1061120	Не забывайте об этом.
1061120	1063120	И соответственно, пункт номер 3.
1063120	1065120	У меня их целых три.
1065120	1067120	Удаленный сервер
1067120	1069120	с антидетект браузером,
1069120	1071120	точно так же, как можно использовать,
1071120	1073120	так же его нельзя использовать.
1073120	1075120	Нельзя, мы поняли, почему можно,
1075120	1077120	если у нас высокая тактовая частота,
1077120	1079120	то данный тест
1079120	1081120	будет выполнен на отлично,
1081120	1083120	никаких проблем не будет.
1083120	1085120	Либо же, если антидетект браузер запущен
1085120	1087120	на реальном компьютере,
1087120	1089120	то тоже самое.
1089120	1091120	Реальный ПК, реальная частота процессора,
1091120	1093120	быстрое время отклика,
1093120	1095120	все отлично.
1095120	1097120	И также,
1097120	1099120	если вы будете запускать данный тест
1099120	1101120	на антидетекте с CPU Boost.
1101120	1103120	Дело в том, что
1103120	1105120	есть возможность
1105120	1107120	практически во всех виртуальных машинах
1107120	1109120	сделать CPU Boost.
1109120	1111120	То есть, первый вариант
1111120	1113120	это сделать трассировку
1113120	1115120	таким образом,
1115120	1117120	чтобы все инструкции выполнялись
1117120	1119120	не на виртуальном процессоре,
1119120	1121120	а на реальном процессоре.
1121120	1123120	Такая возможность действительно есть.
1123120	1125120	Либо же, второй вариант
1125120	1127120	это выделение большого количества
1127120	1129120	ресурсов
1129120	1131120	и работа с таймингами
1131120	1133120	внутри самого исходного кода
1133120	1135120	виртуальной машины.
1135120	1137120	Это уже очень сложная машинерия
1137120	1139120	и доступно это только сейчас
1139120	1141120	в антидетекте от Vector T13.
1141120	1143120	Как же определить
1143120	1145120	данный
1145120	1147120	аудиоконтекст?
1147120	1149120	Тест, который мы проводили
1149120	1151120	с вами с помощью определения
1151120	1153120	затрат на
1153120	1155120	выполнение данного действия
1155120	1157120	к сожалению, в данном случае
1157120	1159120	не работает.
1159120	1161120	Увы, потому что если мы попытаемся
1161120	1163120	выполнить конкретно эту инструкцию
1163120	1165120	на ее выполнение у нас уйдет
1165120	1167120	те же самые 16-20
1167120	1169120	миллисекунд. То есть, практически
1169120	1171120	вы не сможете ее обнаружить.
1171120	1173120	Однако, данная технология
1173120	1175120	великолепно, простым образом
1175120	1177120	определяется с помощью любого браузерного
1177120	1179120	плагина для Firefox или Chrome,
1179120	1181120	который позволяет определить
1181120	1183120	использование аудиоконтекст
1183120	1185120	на странице веб-ресурса.
1185120	1187120	Поэтому, когда вы будете
1187120	1189120	смотреть на необходимый вам
1189120	1191120	веб-ресурс
1191120	1193120	и увидите там аудиоконтекст
1193120	1195120	не думайте,
1195120	1197120	что данный
1197120	1199120	веб-ресурс
1199120	1201120	получает отпечаток аудио.
1201120	1203120	Помните, что это
1203120	1205120	в большинстве случаев
1205120	1207120	является всего-навсего антибот
1207120	1209120	проверкой на предмет
1209120	1211120	производительности вашего
1211120	1213120	компьютера и отделения средств
1213120	1215120	автоматизации от реальных пользователей.
1215120	1217120	На этом все.
1217120	1219120	Спасибо за внимание.
1219120	1221120	С вами был VectorT13.
